;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;;01002 KIEL,STADT;8.619;8.465;68;86;1.190;111.933;45.467;48.947;14.367;3.152;3.996;10.019;4.041;120;16.883;38.858;452;947;8.795;4.014;3.711;102;255;125;368;218;2;975;272;650;53;1.011;11.728;132.280;534;11.602
;;01003 LUEBECK,STADT;8.817;8.654;86;77;1.237;102.284;40.875;46.018;12.837;2.554;4.330;10.392;2.741;93;13.018;36.309;469;233;8.015;3.361;3.753;121;232;101;150;294;3;1.719;943;690;86;775;10.742;121.843;559;15.084
;;01004 NEUMUENSTER,STADT;3.530;3.432;44;54;472;43.584;16.671;19.791;5.764;1.358;1.915;4.354;978;26;5.981;15.112;548;71;3.930;1.261;2.021;58;130;75;71;314;-;805;392;362;51;396;5.202;52.316;658;7.607
;;01051 DITHMARSCHEN;8.499;8.156;79;264;1.291;84.280;29.535;39.388;13.273;2.084;3.433;9.808;2.483;222;5.510;30.749;623;99;7.321;2.908;3.728;48;212;55;104;260;6;8.482;1.195;6.332;955;939;16.841;109.620;810;25.565
;;01053 HERZOGTUM LAUENBURG;12.100;11.756;146;198;1.748;122.566;44.257;56.261;18.620;3.428;6.188;15.131;3.364;58;7.824;46.124;602;88;9.658;3.883;4.492;100;349;174;125;531;4;5.287;589;4.044;654;970;16.003;150.669;740;26.457
;;01054 NORDFRIESLAND;10.222;9.830;84;308;1.389;107.747;35.792;47.802;19.807;4.346;5.097;15.128;4.307;57;8.791;39.269;637;241;12.063;4.556;6.597;96;245;100;148;318;3;8.930;325;7.599;1.006;1.740;22.974;140.943;834;32.634
;;01055 OSTHOLSTEIN;13.735;13.288;148;299;1.982;131.749;50.923;58.031;19.424;3.371;7.258;16.228;4.247;82;9.382;50.908;647;70;9.880;4.158;4.807;97;263;89;203;258;5;6.115;612;4.697;806;1.070;17.135;162.619;799;28.407
;;01056 PINNEBERG;16.493;16.134;171;188;2.333;181.291;69.709;79.305;27.034;5.243;9.697;21.446;5.382;10;16.818;67.467;563;92;15.407;5.597;7.336;175;556;579;744;415;5;5.433;503;4.314;616;1.003;21.935;219.719;682;28.617
;;01057 PLOEN;8.356;8.117;59;180;1.204;82.810;32.235;35.967;12.085;2.523;3.911;9.303;3.263;29;4.848;32.362;631;135;6.213;2.393;3.301;62;144;57;91;165;-;4.560;293;3.673;594;710;11.618;102.784;783;18.521
;;01058 RENDSBURG-ECKERNFOERDE;17.135;16.581;165;389;2.375;180.083;64.312;83.042;26.848;5.881;8.246;20.287;6.544;12;13.164;67.289;646;135;14.714;5.214;7.859;220;465;175;229;548;4;11.011;649;8.959;1.403;1.635;27.495;224.713;805;42.015
;;01059 SCHLESWIG-FLENSBURG;13.355;12.865;93;397;1.871;134.148;45.107;62.413;22.426;4.202;5.922;16.056;5.489;44;9.706;49.334;651;186;11.404;4.738;5.562;92;303;106;182;416;5;11.273;1.406;8.579;1.288;1.153;24.016;171.519;832;40.236
;;01060 SEGEBERG;17.155;16.653;174;328;2.459;174.935;64.723;79.174;25.915;5.123;8.794;21.562;5.341;14;17.900;65.390;614;72;13.881;5.090;6.985;261;625;188;207;520;5;7.188;894;5.484;810;1.256;22.397;214.487;753;34.063
;;01061 STEINBURG;9.146;8.762;85;299;1.274;83.977;31.747;37.722;12.283;2.225;3.575;8.892;2.627;16;6.301;30.297;634;96;6.592;2.467;3.318;71;176;65;121;373;1;5.598;374;4.650;574;641;12.927;106.050;801;21.104
;;01062 STORMARN;14.295;14.007;119;169;2.011;156.588;55.921;71.568;23.950;5.149;9.145;20.155;4.316;68;19.083;56.802;631;38;13.850;4.747;7.373;169;685;243;250;375;8;4.794;911;3.360;523;1.519;20.201;191.084;771;25.873
SCHLESWIG-HOLSTEIN INSGESAMT;;;164.482;159.668;1.543;3.271;23.253;1.743.869;644.457;786.028;261.312;52.072;83.273;203.721;56.794;888;162.032;641.889;590;2.587;144.786;55.706;72.234;1.731;4.728;2.165;3.020;5.150;52;82.890;9.766;63.681;9.443;15.067;245.330;2.153.681;729;363.729
TH‹RINGEN;;16051 ERFURT, STADT;8.250;8.044;82;124;1.049;98.440;37.902;47.701;10.602;2.235;2.178;13.053;1.414;71;13.004;33.451;458;76;9.304;3.917;4.083;246;399;135;224;297;3;1.386;281;1.029;76;1.318;12.084;118.774;553;12.176
;;16052 GERA, STADT;3.068;2.993;19;56;358;45.974;19.000;21.770;4.496;708;935;5.762;549;30;4.269;16.604;491;73;3.559;1.492;1.667;97;114;51;83;54;1;822;78;654;90;246;4.700;53.742;574;5.901
;;16053 JENA, STADT;3.304;3.238;21;45;395;44.862;16.815;22.557;4.492;998;760;6.178;736;21;5.517;14.933;403;71;3.153;1.512;1.246;77;120;77;68;52;1;562;37;483;42;289;4.075;52.241;470;4.640
;;16054 SUHL, STADT;1.807;1.757;16;34;173;19.690;8.100;9.257;1.998;335;391;4.015;302;9;1.721;7.168;532;42;1.649;616;837;38;58;25;33;42;-;468;33;404;31;132;2.291;23.788;643;3.065
;;16055 WEIMAR, STADT;2.269;2.223;19;27;273;30.160;12.091;14.245;3.082;742;716;3.690;462;17;3.525;11.012;460;47;2.174;948;1.024;44;71;31;35;21;-;357;24;296;37;174;2.752;35.181;536;3.483
;;16061 EICHSFELD;6.483;6.120;35;328;676;65.073;23.854;32.562;7.242;1.415;1.306;9.625;804;21;4.264;22.487;650;112;8.451;3.394;3.824;215;373;148;188;303;6;5.374;706;4.108;560;634;14.571;86.127;860;16.562
;;16062 NORDHAUSEN;4.240;4.076;19;145;501;47.278;18.594;23.170;4.839;675;1.019;6.475;570;20;4.026;17.346;573;93;4.153;1.642;1.944;142;170;63;72;118;2;2.673;217;2.311;145;510;7.429;58.947;715;11.332
;;16063 WARTBURGKREIS;9.354;8.899;65;390;976;95.582;37.892;45.973;10.296;1.421;2.053;15.090;1.551;41;7.183;34.932;599;185;8.314;3.217;3.983;216;345;96;114;338;5;6.121;414;4.952;755;796;15.416;120.352;754;21.527
;;16064 UNSTRUT-HAINICH-KREIS;5.123;4.869;37;217;570;53.537;20.421;26.416;5.772;928;1.166;7.297;712;28;3.713;19.086;524;131;6.895;3.027;2.950;135;263;90;158;269;3;3.442;320;2.765;357;559;11.027;69.687;681;13.801
;;16065 KYFFHAEUSERKREIS;4.741;4.484;25;232;507;44.131;17.707;21.733;4.217;474;743;5.608;465;8;2.861;16.327;599;88;4.112;1.799;1.831;127;163;43;67;81;1;3.525;137;3.100;288;461;8.186;57.058;774;10.578
;;16066 SCHMALKALDEN-MEININGEN;7.755;7.459;50;246;787;76.287;29.310;37.839;8.078;1.060;1.518;14.865;1.121;28;5.799;28.384;616;160;8.189;2.989;3.896;235;404;187;171;307;-;5.068;319;4.080;669;706;14.123;98.165;792;18.307
;;16067 GOTHA;7.051;6.776;67;208;780;76.707;29.603;37.614;8.256;1.234;1.761;11.281;1.141;33;6.110;28.611;568;132;7.925;3.094;3.576;270;362;92;198;330;3;3.521;311;2.879;331;749;12.327;96.085;712;17.122
;;16068 SOEMMERDA;4.249;4.000;39;210;491;40.606;16.047;19.788;4.218;553;753;5.069;476;25;2.717;15.144;583;75;4.882;2.016;2.193;117;212;85;76;181;2;2.750;164;2.359;227;429;8.136;52.991;761;10.590
;;16069 HILDBURGHAUSEN;5.865;5.685;33;147;402;39.167;15.206;19.706;3.732;523;651;6.900;492;9;2.167;15.112;632;87;4.145;1.659;1.882;133;200;63;106;102;-;3.660;95;2.993;572;357;8.249;53.281;860;11.373
;;16070 ILM-KREIS;5.737;5.565;35;137;706;58.980;23.452;28.217;6.192;1.119;1.075;9.967;813;26;4.568;21.629;552;104;5.776;2.325;2.770;151;217;58;97;154;4;2.853;259;2.348;246;512;9.245;73.962;693;12.315
;;16071 WEIMARER-LAND;5.501;5.298;43;160;603;49.340;19.850;23.563;5.097;830;991;6.756;723;14;3.201;18.839;593;122;6.190;2.477;2.889;167;255;127;116;157;2;3.495;144;2.995;356;449;10.256;65.097;783;11.987
;;16072 SONNEBERG;3.568;3.469;14;85;421;34.763;14.959;16.143;3.236;425;593;7.389;307;25;2.253;13.264;611;64;2.947;1.141;1.400;76;137;46;47;99;1;1.966;115;1.510;341;266;5.243;43.574;766;7.190
;;16073 SAALFELD-RUDOLSTADT;6.599;6.368;39;192;694;59.955;25.155;28.309;5.679;812;1.041;10.509;776;29;3.742;22.212;591;224;6.561;2.566;3.222;195;230;75;104;167;2;4.721;171;3.826;724;542;12.048;78.602;774;14.867
;;16074 SAALE-HOLZLANDKREIS;5.193;5.041;24;128;536;49.815;20.059;23.816;5.180;760;878;7.283;710;25;3.436;19.032;598;114;5.574;2.310;2.498;144;243;72;136;170;1;4.350;266;3.491;593;514;10.552;65.560;788;12.681
;;16075 SAALE-ORLA-KREIS;5.356;5.169;18;169;567;50.196;20.872;24.110;4.661;553;810;7.813;578;22;4.219;18.908;634;27;5.946;2.284;2.806;158;220;82;136;259;1;5.627;328;4.360;939;503;12.103;67.655;854;16.510
;;16076 GREIZ;6.321;6.101;35;185;679;59.909;24.871;28.235;6.079;724;1.239;8.648;775;16;4.291;23.143;622;112;7.422;2.933;3.335;206;303;137;234;272;2;4.379;325;3.579;475;702;12.615;78.845;818;15.095
;;16077 ALTENBURGER LAND;5.405;5.285;36;84;576;51.337;21.679;24.284;4.821;553;947;5.358;528;17;3.751;19.064;578;91;5.059;2.088;2.144;163;240;88;126;207;3;1.941;308;1.527;106;453;7.544;64.286;724;11.151
TH‹RINGEN INSGESAMT;;;117.239;112.919;771;3.549;12.720;1.191.789;473.439;577.008;122.265;19.077;23.524;178.631;16.005;535;96.337;436.688;560;2.230;122.380;49.446;56.000;3.352;5.099;1.871;2.589;3.980;43;69.061;5.052;56.049;7.960;11.301;204.972;1.514.000;712;262.253
SONSTIGE;;;4.041;3.989;18;34;7;44.417;11.373;23.891;7.687;1.466;1.848;7.858;644;57;5.767;256;-;76;1.503;382;893;42;39;24;72;49;2;667;27;401;239;9.914;12.160;60.618;-;7.027
DEUTSCHLAND INSGESAMT;;;4.992.579;4.838.684;60.279;93.616;675.235;49.098.685;17.714.635;23.271.651;6.694.630;1.417.769;2.204.953;6.768.330;907.879;23.144;5.717.657;16.947.872;582;84.628;3.738.475;1.362.131;1.846.714;52.730;169.141;65.224;85.440;155.588;1.507;2.415.332;229.368;1.775.254;410.710;350.937;6.589.372;60.680.636;719;8.439.848
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hinweis zu ""Hubraum unbekannt"": Einschlieﬂlich Fahrzeuge mit Rotationskolbenmotor und Elektromotor.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
© Kraftfahrt-Bundesamt, Flensburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
