"Land

";Regierungsbezirk;"Statistische Kennziffer und Zulassungsbezirk
";Insgesamt;Nach Kraftstoffarten;;;;;;;Nach Emissionsgruppen;;;;;;;;;;Darunter dieselangetriebene Pkw nach Emissionsgruppen;;;;;;;;;
;;;;Benzin;Diesel;"Gas
(einschl.
bivalent)";"Hybrid 
insgesamt";"darunter
Plug-in-Hybrid";Elektro (BEV);sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;"darunter
Euro 6d";"darunter
Euro 6d-temp";sonstige;"schadstoff-
reduzierte 
insgesamt";Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;"darunter
Euro 6d";"darunter
Euro 6d-temp";sonstige;"schadstoffred.
mit Diesel-
antrieb insgesamt"
;;09472  BAYREUTH;72019;45906;24483;389;880;208;352;9;653;3205;3574;16309;19956;26951;796;7151;619;71267;72;662;1732;3459;8929;9439;161;2028;81;24374
;;09473  COBURG;59104;40112;17407;435;815;215;328;7;519;2815;3071;13587;15537;22256;725;6377;528;58313;45;486;1297;2358;6142;6956;174;1506;52;17336
;;09474  FORCHHEIM;78714;50482;26065;443;1164;334;547;13;767;3775;4620;19185;21501;27012;950;7141;863;77723;99;829;2112;3984;9539;9298;238;1888;100;25961
;;09475  HOF;64112;42806;19744;402;867;208;283;10;591;2670;2765;12027;16524;28289;1252;8213;523;63389;57;511;1206;2226;6711;8880;287;2031;75;19666
;;09476  KRONACH;45606;30045;14600;216;542;142;186;17;389;1988;2152;9833;12296;18101;587;4897;356;45115;41;398;994;1850;5290;5942;170;1177;41;14556
;;09477  KULMBACH;49976;32138;16346;332;898;199;253;9;458;2296;2729;11089;13193;19113;676;5518;428;49306;49;484;1225;2184;5468;6804;177;1673;59;16273
;;09478  LICHTENFELS;45024;29462;14599;232;497;137;221;13;412;2180;2546;11341;11997;15654;490;4281;367;44497;32;428;1148;2194;5180;5532;113;1178;33;14547
;;09479  WUNSIEDEL I.FICHTELGEB.;47424;31864;14458;206;671;182;210;15;395;1901;2088;9066;12531;20438;732;5952;368;46787;42;356;864;1627;4985;6479;224;1410;46;14399
;RB ZUSAMMEN;;696265;452311;225345;4112;10301;2758;4057;139;6506;31868;36809;155779;182852;267237;10342;76460;6522;687573;694;6436;16351;30576;77618;92007;2615;21349;743;224425
;RB MITTELFRANKEN            ;09561  ANSBACH,STADT;25619;16038;8637;211;559;143;172;2;199;1212;1618;6228;6676;9148;545;2763;232;25313;26;286;749;1354;2939;3227;127;833;30;8611
