;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;RB OBERFRANKEN;09461 BAMBERG,STADT;4.631;4.541;37;53;676;41.233;14.491;20.065;5.691;986;1.812;4.905;808;48;7.772;13.792;530;86;3.311;1.140;1.459;27;223;122;136;201;3;1.073;557;410;106;986;5.456;51.320;660;4.938
;;09462 BAYREUTH,STADT;3.569;3.437;60;72;555;41.831;14.897;20.339;5.224;1.371;1.673;5.877;629;42;9.268;13.464;566;72;3.247;1.122;1.535;37;160;70;175;147;1;798;155;529;114;589;4.706;50.106;678;4.175
;;09463 COBURG,STADT;2.563;2.510;18;35;321;25.167;9.088;12.141;3.347;591;1.303;3.448;347;30;4.246;8.524;615;57;1.604;557;842;37;64;20;42;41;1;362;30;256;76;186;2.209;29.939;731;2.696
;;09464 HOF,STADT;2.323;2.259;22;42;321;26.169;10.952;11.778;2.962;477;955;3.278;307;37;3.923;8.829;580;56;1.765;591;792;19;92;47;91;132;1;713;173;465;75;271;2.805;31.297;694;3.473
;;09471 BAMBERG;14.371;13.866;139;366;2.108;103.384;35.830;52.101;13.506;1.947;4.364;12.892;1.900;1;6.743;36.595;700;136;7.325;2.214;3.427;52;396;122;138;974;2;12.084;448;8.869;2.767;562;20.107;137.862;933;22.027
;;09472 BAYREUTH;10.416;9.754;105;557;1.495;72.388;27.049;35.398;8.659;1.282;2.939;11.192;1.113;5;4.434;25.636;698;205;4.478;1.519;2.162;57;226;80;125;306;3;12.128;227;8.861;3.040;746;17.557;100.361;968;15.589
;;09473 COBURG;7.319;7.052;83;184;1.041;59.883;23.019;28.484;7.221;1.159;2.648;7.807;768;1;4.273;21.800;692;28;3.661;1.212;1.783;63;228;73;112;186;4;5.288;377;3.644;1.267;344;9.321;76.523;884;12.268
;;09474 FORCHHEIM;10.913;10.488;96;329;1.557;79.114;28.222;38.580;10.663;1.649;3.744;11.518;1.576;22;4.746;28.453;678;252;4.587;1.606;2.284;37;255;93;103;208;1;9.317;258;7.061;1.998;487;14.643;104.670;897;14.092
;;09475 HOF;7.646;7.381;76;189;1.044;64.389;26.063;29.989;7.306;1.031;2.535;9.907;809;4;5.304;22.890;686;103;4.559;1.515;2.032;50;172;107;261;422;-;7.096;340;5.222;1.534;645;12.403;84.438;899;15.004
;;09476 KRONACH;6.148;5.850;59;239;709;45.997;18.036;22.047;5.218;696;1.927;7.833;469;18;4.107;15.944;696;56;2.934;920;1.370;56;169;74;126;217;2;5.115;296;3.691;1.128;440;8.545;60.690;918;10.591
;;09477 KULMBACH;6.360;6.115;55;190;970;50.426;18.658;24.479;6.395;894;2.198;7.443;738;16;5.087;18.171;707;83;3.570;1.185;1.846;47;157;39;81;214;1;5.956;266;4.239;1.451;329;9.938;66.724;935;11.108
;;09478 LICHTENFELS;6.074;5.861;71;142;829;45.354;16.518;22.292;5.843;701;1.973;5.819;583;16;3.732;15.987;680;79;3.317;1.059;1.598;50;201;96;143;168;2;5.439;212;3.942;1.285;362;9.197;60.625;908;9.931
;;09479 WUNSIEDEL I.FICHTELGEB.;5.960;5.724;70;166;819;47.352;19.096;22.017;5.480;759;1.770;6.966;638;23;4.214;17.031;662;77;2.716;1.017;1.327;37;114;32;86;102;1;4.252;130;3.124;998;346;7.391;60.703;849;9.551
;RB ZUSAMMEN;;88.293;84.838;891;2.564;12.445;702.687;261.919;339.710;87.515;13.543;29.841;98.885;10.685;263;67.849;247.116;662;1.290;47.074;15.657;22.457;569;2.457;975;1.619;3.318;22;69.621;3.469;50.313;15.839;6.293;124.278;915.258;862;135.443
;RB MITTELFRANKEN;09561 ANSBACH,STADT;2.579;2.507;35;37;430;25.773;8.706;12.968;3.584;515;1.034;3.285;416;44;3.804;8.748;619;27;1.562;427;809;21;88;58;69;89;1;1.262;88;906;268;180;3.031;31.383;753;3.615
;;09562 ERLANGEN,STADT;5.374;5.255;70;49;770;56.078;19.193;27.299;8.298;1.288;2.493;7.189;1.313;63;6.926;18.705;495;85;2.922;1.247;1.289;35;153;35;59;104;-;856;64;606;186;326;4.189;65.641;579;4.910
;;09563 FUERTH,STADT;6.473;6.279;112;82;925;64.384;23.245;30.394;9.460;1.285;3.238;8.269;1.109;58;7.138;22.787;499;147;4.272;1.497;2.221;32;213;124;80;105;-;852;180;594;78;301;5.572;76.429;592;5.969
;;09564 NUERNBERG,STADT;23.535;22.915;343;277;3.298;247.839;82.259;122.391;38.381;4.808;11.831;34.566;4.115;114;40.290;80.104;485;614;20.085;6.744;9.729;183;1.193;605;636;992;3;3.741;1.560;1.852;329;1.515;25.955;297.329;582;23.265
;;09565 SCHWABACH,STADT;2.917;2.845;42;30;449;26.576;9.320;12.761;3.832;663;1.432;3.767;544;1;3.573;9.523;646;25;1.652;526;920;16;72;35;26;55;2;548;46;363;139;133;2.358;31.851;774;2.966
;;09571 ANSBACH;17.738;16.958;242;538;2.593;128.851;42.605;66.529;17.174;2.543;5.264;15.532;2.232;-;9.284;43.414;692;225;9.000;2.845;4.548;89;489;177;240;609;3;23.197;600;16.803;5.794;1.054;33.476;180.065;967;31.878
;;09572 ERLANGEN-HOECHSTADT;10.607;10.283;124;200;1.553;93.819;31.046;46.349;13.749;2.675;4.800;13.203;2.035;4;8.087;33.308;673;133;4.601;1.587;2.316;42;240;84;97;232;3;5.953;405;4.006;1.542;423;11.110;115.536;829;14.673
;;09573 FUERTH;9.919;9.606;125;188;1.476;78.175;28.914;36.234;11.349;1.678;4.418;10.110;1.608;2;4.474;29.822;655;29;4.854;1.652;2.491;44;287;119;116;144;1;3.577;132;2.845;600;327;8.787;96.881;811;11.013
;;09574 NUERNBERGER LAND;14.640;14.219;152;269;2.221;112.884;39.382;54.611;16.389;2.502;5.903;16.651;2.485;35;10.589;40.821;659;74;6.774;2.284;3.506;81;321;103;147;328;4;8.473;370;5.935;2.168;640;15.961;143.485;837;17.793
;;09575 NEUSTADT/AISCH-WINDSHEIM;9.025;8.546;91;388;1.261;69.741;22.150;36.209;9.767;1.615;2.847;9.273;1.301;26;4.947;23.826;685;107;4.971;1.661;2.390;60;314;86;149;309;2;12.498;283;9.372;2.843;506;18.082;96.848;951;16.919
;;09576 ROTH;12.628;12.193;127;308;1.852;88.601;30.331;43.937;12.537;1.796;4.243;11.950;1.844;33;7.835;30.939;695;139;6.581;1.956;3.444;48;341;165;224;397;6;9.837;779;6.760;2.298;640;17.197;118.426;929;18.275
;;09577 WEISSENBURG-GUNZENHAUSEN;8.631;8.206;94;331;1.274;64.239;21.783;32.057;8.963;1.436;2.600;9.034;1.321;27;5.408;21.363;672;125;4.045;1.261;2.118;42;206;55;117;246;-;10.646;323;7.638;2.685;507;15.323;88.193;923;15.514
;RB ZUSAMMEN;;124.066;119.812;1.557;2.697;18.102;1.056.960;358.934;521.739;153.483;22.804;50.103;142.829;20.323;407;112.355;363.360;595;1.730;71.319;23.687;35.781;693;3.917;1.646;1.960;3.610;25;81.440;4.830;57.680;18.930;6.552;161.041;1.342.067;755;166.790
;RB UNTERFRANKEN;09661 ASCHAFFENBURG,STADT;3.729;3.629;55;45;476;43.586;15.444;20.680;6.393;1.069;2.326;5.912;628;55;7.751;14.338;611;105;4.074;1.160;2.277;44;212;87;128;164;2;503;91;286;126;284;4.966;52.281;732;4.267
;;09662 SCHWEINFURT,STADT;2.268;2.206;28;34;312;29.714;9.031;15.368;4.697;618;1.122;4.067;473;40;5.295;8.977;555;44;2.068;756;943;20;119;56;55;117;2;372;173;175;24;242;2.726;34.708;648;3.403
;;09663 WUERZBURG,STADT;6.211;6.046;86;79;842;64.161;21.499;31.485;9.547;1.630;3.343;8.402;1.131;67;11.944;20.981;505;102;5.957;1.707;3.006;128;674;133;115;194;-;932;177;643;112;807;7.798;78.170;616;6.588
;;09671 ASCHAFFENBURG;13.021;12.622;180;219;1.727;119.370;41.035;58.065;17.550;2.720;6.707;18.124;1.938;-;10.563;41.829;682;147;8.803;2.882;4.587;90;459;176;228;381;-;5.944;357;4.003;1.584;648;15.542;147.933;846;21.653
;;09672 BAD KISSINGEN;8.683;8.337;75;271;1.189;71.888;23.195;36.564;10.652;1.477;2.844;10.216;1.646;43;5.786;24.425;695;147;5.057;1.460;2.850;54;257;70;111;252;3;8.905;297;6.256;2.352;556;14.665;95.236;921;17.279
;;09673 RHOEN-GRABFELD;7.106;6.698;65;343;1.013;56.328;16.895;29.782;7.473;2.178;1.818;8.310;1.065;26;4.950;19.592;710;111;3.766;1.097;1.884;46;302;110;110;217;-;7.591;113;6.230;1.248;477;11.945;75.379;950;15.288
;;09674 HASSBERGE;7.849;7.436;64;349;1.078;59.661;18.828;31.623;7.948;1.262;2.248;7.612;1.193;21;4.226;20.156;708;115;4.080;1.192;2.129;59;260;80;168;190;2;8.379;309;5.927;2.143;495;13.069;80.579;956;14.842
;;09675 KITZINGEN;7.905;7.548;82;275;1.143;62.867;19.885;32.406;9.169;1.407;2.963;7.518;999;27;5.211;21.597;683;192;4.571;1.477;2.223;69;284;87;126;305;-;7.660;497;5.757;1.406;545;12.968;83.740;910;13.601
;;09676 MILTENBERG;9.073;8.689;136;248;1.217;87.826;29.669;44.435;12.322;1.400;4.203;12.529;1.505;35;9.474;29.888;682;122;6.225;1.901;3.289;82;387;145;137;283;1;5.327;210;3.517;1.600;492;12.166;109.065;847;17.460
;;09677 MAIN-SPESSART;11.161;10.678;147;336;1.516;86.795;28.173;44.186;12.741;1.695;3.571;13.636;1.591;36;6.121;29.066;688;241;6.081;1.808;3.118;86;416;117;226;307;3;9.565;289;6.620;2.656;601;16.488;114.444;908;19.559
;;09678 SCHWEINFURT;10.245;9.789;138;318;1.486;79.215;25.282;40.442;11.735;1.756;3.533;9.849;1.878;12;3.383;27.803;682;140;4.435;1.363;2.232;39;252;92;125;331;1;7.681;729;5.119;1.833;583;12.839;102.299;881;18.989
;;09679 WUERZBURG;13.672;13.239;154;279;1.902;108.276;37.030;53.326;15.176;2.744;5.569;13.512;2.124;3;7.896;38.089;662;42;6.663;2.168;3.306;77;339;112;199;462;-;8.460;314;6.432;1.714;693;15.858;137.806;843;19.259
;RB ZUSAMMEN;;100.923;96.917;1.210;2.796;13.901;869.687;285.966;438.362;125.403;19.956;40.247;119.687;16.171;365;82.600;296.741;659;1.508;61.780;18.971;31.844;794;3.961;1.265;1.728;3.203;14;71.319;3.556;50.965;16.798;6.423;141.030;1.111.640;842;172.188
;RB SCHWABEN;09761 AUGSBURG,STADT;13.121;12.783;217;121;1.739;140.537;49.285;67.658;21.204;2.390;6.176;18.683;2.550;85;20.721;45.029;474;353;9.220;3.153;4.715;104;478;202;247;317;4;1.422;241;989;192;797;11.792;165.450;558;12.357
;;09762 KAUFBEUREN,STADT;2.734;2.647;55;32;404;26.105;10.215;11.797;3.598;495;993;3.803;640;1;2.787;8.819;579;55;1.382;436;733;20;38;27;54;71;3;425;26;330;69;88;1.950;30.789;682;3.548
;;09763 KEMPTEN(ALLGAEU),STADT;4.026;3.920;56;50;557;40.155;14.897;18.925;5.362;971;1.493;7.167;963;48;6.860;12.794;582;81;2.599;830;1.291;13;113;79;80;193;-;1.003;96;770;137;516;4.199;48.380;701;4.584
;;09764 MEMMINGEN,STADT;2.502;2.425;40;37;360;27.423;9.740;13.215;3.944;524;1.232;3.756;450;17;4.356;8.707;613;15;1.697;458;864;12;121;25;65;152;-;854;147;577;130;157;2.723;32.648;730;3.856
;;09771 AICHACH-FRIEDBERG;14.152;13.644;222;286;2.017;89.593;29.328;43.768;14.463;2.034;4.828;13.010;1.927;22;7.423;30.046;661;167;7.350;2.193;3.711;99;592;191;208;351;5;9.241;357;6.895;1.989;629;17.387;121.132;894;20.560
;;09772 AUGSBURG;22.656;21.915;367;374;3.172;170.856;59.218;81.217;26.708;3.713;9.369;24.591;3.725;44;14.883;60.153;663;266;12.325;3.428;6.415;86;609;359;645;782;1;12.614;757;8.977;2.880;1.024;26.229;219.741;852;34.952
;;09773 DILLINGEN A.D.DONAU;8.964;8.591;127;246;1.214;67.648;21.818;34.100;10.557;1.173;3.163;9.979;1.044;19;5.158;22.854;690;47;4.766;1.453;2.400;43;256;105;204;305;-;9.202;392;6.721;2.089;492;14.507;91.119;930;18.998
;;09774 GUENZBURG;11.200;10.721;133;346;1.617;87.338;28.855;44.159;12.655;1.669;4.031;12.469;1.291;23;9.562;29.652;680;155;6.750;1.943;3.588;48;347;145;199;477;3;9.821;541;6.732;2.548;801;17.527;116.065;904;22.270
;;09775 NEU-ULM;14.246;13.868;153;225;2.141;113.189;40.815;53.355;16.959;2.060;5.815;15.124;2.090;36;10.706;39.288;638;136;7.137;2.004;3.616;65;460;281;184;526;1;6.489;694;4.143;1.652;602;14.364;141.799;800;21.975
;;09776 LINDAU (BODENSEE);8.858;8.644;100;114;1.249;53.868;19.260;25.146;8.284;1.178;2.711;11.306;1.496;9;5.494;18.808;654;60;3.434;1.190;1.754;33;142;38;94;180;3;5.044;88;3.808;1.148;290;8.828;71.554;869;9.620
;;09777 OSTALLGAEU;14.158;13.428;278;452;1.996;95.667;34.657;45.288;13.558;2.164;3.830;18.713;2.578;30;8.709;31.473;668;56;6.521;2.076;3.542;59;250;73;135;378;8;16.568;445;12.862;3.261;632;23.777;133.602;933;24.701
;;09778 UNTERALLGAEU;14.918;14.219;227;472;2.041;102.745;36.172;50.107;14.606;1.860;4.715;14.849;1.816;33;8.671;33.553;695;132;7.191;1.901;4.031;47;338;95;185;593;1;16.066;337;12.001;3.728;789;24.178;141.841;960;26.087
;;09779 DONAU-RIES;12.429;11.885;186;358;1.610;94.656;30.226;48.696;13.906;1.828;3.775;13.253;1.573;25;8.776;29.859;701;136;6.398;1.924;3.296;60;337;141;193;444;3;14.162;550;10.689;2.923;812;21.508;128.593;953;25.089
;;09780 OBERALLGAEU;15.889;15.345;208;336;2.257;104.550;39.275;49.246;13.864;2.165;4.126;26.378;3.174;9;10.321;35.751;665;261;7.384;2.366;3.899;84;296;122;191;423;3;12.844;275;10.376;2.193;755;21.244;141.683;901;22.652
;RB ZUSAMMEN;;159.853;154.035;2.369;3.449;22.374;1.214.330;423.761;586.677;179.668;24.224;56.257;193.081;25.317;401;124.427;406.786;633;1.920;84.154;25.355;43.855;773;4.377;1.883;2.684;5.192;35;115.755;4.946;85.870;24.939;8.384;210.213;1.584.396;826;251.249
BAYERN INSGESAMT;;;1.042.418;1.002.845;13.514;26.059;142.843;8.296.429;2.722.613;4.132.027;1.248.588;193.201;393.576;1.386.643;158.523;3.066;1.051.346;2.717.355;630;14.342;569.760;183.935;293.520;5.424;28.855;11.392;15.717;30.706;211;717.732;33.425;539.961;144.346;60.827;1.362.661;10.701.508;812;1.505.565
BERLIN                     ;;11000  BERLIN                           ;120.813;118.332;1.628;853;16.218;1.242.504;483.318;559.733;174.175;25.278;46.772;142.727;17.975;1.320;180.939;419.857;338;2.251;115.362;46.658;51.272;1.874;4.982;2.957;2.498;5.074;47;7.476;3.922;3.216;338;9.529;134.618;1.497.935;407;101.053
BERLIN INSGESAMT;;;120.813;118.332;1.628;853;16.218;1.242.504;483.318;559.733;174.175;25.278;46.772;142.727;17.975;1.320;180.939;419.857;338;2.251;115.362;46.658;51.272;1.874;4.982;2.957;2.498;5.074;47;7.476;3.922;3.216;338;9.529;134.618;1.497.935;407;101.053
BRANDENBURG;;12051 BRANDENBURG/HAVEL,STADT;2.604;2.542;16;46;323;34.961;14.345;16.199;3.898;519;750;3.548;491;8;3.336;12.658;482;42;3.131;1.394;1.354;89;94;32;51;117;-;465;184;265;16;263;3.901;41.466;572;7.277
;;12052 COTTBUS, STADT;3.624;3.551;14;59;361;48.656;19.046;23.684;5.455;471;851;4.952;446;32;5.484;18.030;495;135;4.622;2.054;2.042;99;152;80;78;116;1;763;173;525;65;414;5.934;58.214;592;8.224
;;12053 FRANKFURT/ODER,STADT;2.164;2.118;17;29;248;28.185;11.672;13.367;2.913;233;496;3.016;209;24;3.058;10.317;497;38;3.542;1.150;2.005;82;73;30;107;94;1;493;114;346;33;271;4.344;34.693;612;4.228
;;12054 POTSDAM,STADT;6.128;6.015;55;58;832;77.158;30.739;35.565;9.453;1.401;2.352;8.568;1.206;25;8.924;27.924;421;172;5.839;2.496;2.667;82;191;68;75;259;1;493;120;361;12;470;6.974;90.260;493;8.472
;;12060 BARNIM;12.604;12.297;124;183;1.720;109.586;43.090;50.866;13.874;1.756;2.658;12.638;1.957;60;6.611;42.868;580;202;10.856;4.527;5.115;207;377;160;184;284;2;2.608;484;1.960;164;736;14.402;136.592;723;26.945
;;12061 DAHME-SPREEWALD;11.669;11.380;106;183;1.672;108.011;40.934;51.346;14.073;1.658;2.833;12.903;1.550;46;9.563;42.067;614;211;11.908;4.656;5.649;291;521;217;235;339;-;4.610;794;3.456;360;949;17.678;137.358;781;29.661
;;12062 ELBE-ELSTER;6.520;6.266;34;220;791;63.440;23.597;32.307;7.061;475;1.065;6.576;619;38;4.104;24.111;632;149;7.112;3.041;3.187;225;205;109;156;189;-;5.059;277;4.328;454;716;13.036;82.996;827;19.866
;;12063 HAVELLAND;10.784;10.488;106;190;1.580;96.907;37.835;44.657;12.614;1.801;3.047;11.390;1.648;34;6.042;37.764;584;149;9.869;3.788;4.736;197;324;179;235;407;3;2.632;431;2.067;134;840;13.490;121.181;730;25.924
;;12064 MAERKISCH-ODERLAND;14.191;13.813;130;248;2.059;120.407;46.706;57.250;14.892;1.559;2.684;13.995;1.872;41;8.680;46.993;608;155;13.471;5.339;6.322;270;445;190;264;638;3;3.982;548;3.223;211;1.076;18.684;153.282;774;30.774
;;12065 OBERHAVEL;14.998;14.626;162;210;2.173;125.830;49.523;57.791;16.378;2.138;3.775;14.286;2.134;45;7.850;49.372;583;136;12.737;5.319;5.774;217;470;218;261;476;2;3.274;690;2.386;198;850;16.997;157.825;731;30.630
;;12066 OBERSPREEWALD-LAUSITZ;6.449;6.259;32;158;733;65.329;24.503;33.575;6.813;438;1.008;6.605;628;38;5.369;24.927;607;42;6.559;2.745;2.931;167;207;104;171;230;4;3.194;341;2.470;383;700;10.495;82.273;765;18.605
;;12067 ODER-SPREE;10.878;10.606;69;203;1.435;109.195;42.826;51.839;13.234;1.296;2.408;13.165;1.613;56;7.547;43.246;609;154;11.631;4.732;5.559;226;372;171;201;367;3;4.154;618;3.275;261;929;16.868;136.941;764;28.339
;;12068 OSTPRIGNITZ-RUPPIN;6.155;5.932;23;200;805;59.072;22.494;28.954;7.068;556;1.110;6.921;913;32;5.252;22.963;598;139;7.399;3.178;3.356;166;205;98;176;220;-;3.588;235;3.090;263;714;11.840;77.067;780;22.514
;;12069 POTSDAM-MITTELMARK;14.291;13.875;110;306;1.923;132.024;49.883;61.975;17.547;2.619;4.745;16.173;2.284;56;9.650;51.553;601;286;13.884;5.636;6.652;256;515;222;228;372;3;5.184;533;4.267;384;1.268;20.622;166.937;760;32.317
;;12070 PRIGNITZ;3.991;3.809;22;160;486;46.608;16.622;23.544;6.053;389;813;5.751;647;27;5.068;17.362;617;103;5.841;2.637;2.657;78;176;65;85;138;5;3.790;251;3.332;207;647;10.381;60.980;807;16.773
;;12071 SPREE-NEISSE;7.402;7.167;49;186;857;71.075;26.836;35.216;8.469;554;1.345;8.115;758;44;4.519;27.958;635;106;8.022;3.311;3.546;230;311;144;182;292;6;3.984;444;3.175;365;771;12.883;91.360;816;21.627
;;12072 TELTOW-FLAEMING;12.358;12.034;123;201;1.747;107.428;42.305;50.181;13.239;1.703;3.082;12.243;1.480;56;9.987;40.919;623;172;12.135;4.691;5.582;266;451;345;303;495;2;3.971;997;2.699;275;1.764;18.042;137.828;799;25.851
;;12073 UCKERMARK;7.230;6.998;34;198;1.004;68.453;26.034;34.087;7.711;621;1.035;8.455;745;47;4.701;25.307;583;172;7.262;3.168;3.228;136;184;118;153;271;4;4.404;431;3.787;186;893;12.731;88.414;754;21.405
BRANDENBURG INSGESAMT;;;154.040;149.776;1.226;3.038;20.749;1.472.325;568.990;702.403;180.745;20.187;36.057;169.300;21.200;709;115.745;566.339;580;2.563;155.820;63.862;72.362;3.284;5.273;2.550;3.145;5.304;40;56.648;7.665;45.012;3.971;14.271;229.302;1.855.667;731;379.432
BREMEN                    ;;04011 BREMEN, STADT;17.618;17.259;182;177;2.242;247.326;91.662;115.339;36.022;4.303;10.077;26.957;4.714;89;35.529;81.047;439;406;16.498;6.544;7.557;249;675;436;474;558;5;3.205;1.827;1.079;299;1.954;22.063;287.007;510;30.638
;;04012 BREMERHAVEN,STADT;3.319;3.242;29;48;405;51.997;21.132;23.271;6.821;773;1.724;4.781;740;45;5.970;17.493;459;97;3.760;1.309;1.925;35;256;48;57;130;-;548;333;191;24;294;4.699;60.015;530;6.494
BREMEN INSGESAMT;;;20.937;20.501;211;225;2.647;299.323;112.794;138.610;42.843;5.076;11.801;31.738;5.454;134;41.499;98.540;442;503;20.258;7.853;9.482;284;931;484;531;688;5;3.753;2.160;1.270;323;2.248;26.762;347.022;513;37.132
HAMBURG                          ;;02000 HAMBURG;59.631;58.538;566;527;7.884;813.644;290.842;377.038;124.982;20.782;44.477;105.748;18.229;674;167.999;255.114;439;2.357;67.915;25.854;33.702;798;3.180;1.321;1.158;1.892;10;8.337;3.887;4.028;422;5.599;84.208;957.483;516;78.757
HAMBURG INSGESAMT;;;59.631;58.538;566;527;7.884;813.644;290.842;377.038;124.982;20.782;44.477;105.748;18.229;674;167.999;255.114;439;2.357;67.915;25.854;33.702;798;3.180;1.321;1.158;1.892;10;8.337;3.887;4.028;422;5.599;84.208;957.483;516;78.757
HESSEN;RB DARMSTADT;06411 DARMSTADT,STADT;7.137;7.009;80;48;689;73.020;25.624;35.435;10.056;1.905;3.574;8.739;1.136;43;12.693;23.977;457;142;4.530;1.707;2.312;36;229;78;71;97;-;664;129;463;72;397;5.733;85.890;538;4.838
;;06412 FRANKFURT AM MAIN,STADT;23.937;23.302;424;211;3.143;347.638;107.169;174.663;52.457;13.349;16.410;57.977;2.649;269;101.971;94.056;458;720;25.570;10.064;13.215;334;915;284;345;408;5;1.962;460;1.263;239;2.464;30.716;402.291;530;16.190
;;06413 OFFENBACH AM MAIN,STADT;4.260;4.135;91;34;585;59.192;19.370;29.368;9.116;1.338;2.427;7.819;444;41;10.231;18.004;451;84;4.059;1.478;2.084;33;157;58;52;195;2;489;345;123;21;210;4.842;68.294;520;3.475
;;06414 WIESBADEN,STADT;11.871;11.556;173;142;1.594;213.111;78.969;93.154;24.259;16.729;8.895;30.960;3.470;125;91.732;48.654;764;348;20.651;6.129;12.738;150;564;191;326;550;3;2.470;925;1.191;354;3.203;26.672;251.654;902;14.648
;;06431 BERGSTRASSE;19.129;18.583;258;288;2.593;176.662;62.681;83.268;27.069;3.644;10.467;25.031;2.888;76;14.977;64.393;651;262;12.007;4.183;6.043;130;739;256;211;442;3;6.485;495;4.764;1.226;1.069;19.823;215.614;795;24.363
;;06432 DARMSTADT-DIEBURG;20.354;19.733;283;338;2.860;189.974;69.522;88.857;27.361;4.234;10.332;23.676;3.107;48;15.598;69.955;640;139;12.115;3.972;5.990;142;865;335;315;495;1;6.084;1.028;4.023;1.033;804;19.142;229.470;773;25.251
;;06433 GROSS-GERAU;18.400;17.981;238;181;2.060;157.450;58.134;73.730;22.854;2.732;7.468;18.203;1.916;43;17.347;53.220;570;254;11.278;3.423;5.818;113;731;243;458;486;6;3.222;845;1.979;398;769;15.523;191.373;693;17.168
;;06434 HOCHTAUNUSKREIS;13.180;12.841;168;171;1.798;164.009;51.429;81.676;26.911;3.993;11.896;30.369;1.818;53;32.391;53.065;692;63;9.765;3.070;5.166;103;556;81;264;522;3;3.526;434;2.232;860;683;14.037;191.226;807;13.662
;;06435 MAIN-KINZIG-KREIS;25.283;24.280;436;567;3.293;263.855;93.939;127.371;37.946;4.599;13.111;35.175;3.602;109;20.889;94.972;623;309;17.786;5.976;8.848;219;1.108;433;448;750;4;10.539;1.012;7.651;1.876;1.651;30.285;319.423;754;35.249
;;06436 MAIN-TAUNUS-KREIS;12.942;12.658;170;114;1.702;186.323;68.043;90.770;24.193;3.317;9.907;24.766;2.425;30;52.232;53.141;779;162;15.442;4.326;9.691;112;745;192;121;254;1;2.123;234;1.458;431;738;18.465;217.730;910;10.757
;;06437 ODENWALDKREIS;6.595;6.304;79;212;927;63.454;23.073;29.876;9.403;1.102;3.166;10.123;1.160;35;3.644;22.982;654;211;3.940;1.298;2.091;44;251;75;61;119;1;4.475;82;3.257;1.136;510;9.136;79.185;817;12.102
;;06438 OFFENBACH;19.435;18.934;338;163;2.564;219.548;76.738;106.503;32.409;3.898;12.325;28.599;2.456;53;27.747;77.537;614;186;13.566;5.058;6.708;177;710;288;301;321;3;2.350;523;1.457;370;826;16.928;255.911;716;17.793
;;06439 RHEINGAU-TAUNUS-KREIS;13.855;13.387;169;299;1.935;123.491;44.858;57.495;18.274;2.864;8.155;19.418;1.938;44;7.867;46.208;660;85;6.704;2.603;3.358;64;296;80;100;201;2;5.484;112;4.189;1.183;751;13.024;150.370;803;16.838
;;06440 WETTERAUKREIS;18.844;18.187;258;399;2.628;196.850;68.257;95.860;28.807;3.926;10.064;27.412;2.785;57;16.288;71.323;632;233;12.692;4.444;6.391;137;716;195;246;560;3;9.264;484;6.552;2.228;1.092;23.281;238.975;767;28.671
;RB ZUSAMMEN;;215.222;208.890;3.165;3.167;28.371;2.434.577;847.806;1.168.026;351.115;67.630;128.197;348.267;31.794;1.026;425.607;791.487;605;3.198;170.105;57.731;90.453;1.794;8.582;2.789;3.319;5.400;37;59.137;7.108;40.602;11.427;15.167;247.607;2.897.406;720;241.005
;RB GIESSEN;06531 GIESSEN;14.417;13.893;177;347;2.058;157.470;55.203;76.913;22.078;3.276;7.550;19.926;2.491;67;13.854;57.496;577;243;11.048;3.602;5.637;125;543;166;284;684;7;6.652;798;4.436;1.418;1.016;18.959;190.846;699;23.220
;;06532 LAHN-DILL-KREIS;16.336;15.784;203;349;2.016;166.111;59.233;80.549;23.354;2.975;8.192;25.257;2.531;44;13.543;58.597;656;205;10.752;3.309;5.522;98;614;307;293;608;1;7.642;643;4.880;2.119;1.157;19.756;202.203;798;27.880
;;06533 LIMBURG-WEILBURG;12.049;11.554;163;332;1.668;114.462;40.697;55.155;16.134;2.476;6.236;16.251;1.716;59;9.379;40.055;663;219;8.137;2.513;4.313;93;503;123;196;395;1;5.271;420;3.930;921;735;14.362;140.873;815;18.766
;;06534 MARBURG-BIEDENKOPF;14.740;14.205;162;373;1.839;145.515;55.312;68.568;18.870;2.765;6.848;19.348;2.146;131;10.349;51.882;591;406;8.157;2.974;3.954;84;412;130;218;376;9;9.949;406;7.388;2.155;852;19.364;179.619;730;23.305
;;06535 VOGELSBERGKREIS;8.520;7.987;103;430;1.036;73.113;26.343;35.830;9.730;1.210;3.017;10.749;1.190;9;4.489;25.332;692;145;4.881;1.679;2.412;58;303;94;117;217;1;10.023;231;8.150;1.642;692;15.741;97.374;921;17.434
;RB ZUSAMMEN;;66.062;63.423;808;1.831;8.617;656.671;236.788;317.015;90.166;12.702;31.843;91.531;10.074;310;51.614;233.362;625;1.218;42.975;14.077;21.838;458;2.375;820;1.108;2.280;19;39.537;2.498;28.784;8.255;4.452;88.182;810.915;772;110.605
;RB KASSEL;06611 KASSEL,STADT;6.408;6.194;98;116;927;91.211;33.845;42.265;12.922;2.179;4.369;11.319;1.720;51;13.378;29.786;455;107;7.342;2.435;3.340;88;333;164;219;760;3;1.004;282;640;82;605;9.058;106.677;532;9.490
