;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;RB ZUSAMMEN;;133.305;129.770;1.479;2.056;18.466;1.544.241;583.848;719.330;206.774;34.289;69.299;159.556;28.484;656;145.659;541.742;587;2.690;101.644;33.970;52.212;1.286;5.262;1.766;2.467;4.658;23;60.442;10.810;42.543;7.089;8.896;173.672;1.851.218;704;255.498
;RB DETMOLD;05711 BIELEFELD,STADT;13.009;12.727;118;164;1.775;178.189;66.682;81.916;24.395;5.196;7.824;19.197;2.970;71;24.458;61.519;533;256;11.413;4.211;5.328;134;564;335;345;493;3;2.069;623;1.230;216;809;14.547;205.745;616;17.539
;;05754 GUETERSLOH;19.861;19.311;199;351;2.475;236.894;84.108;111.851;35.004;5.931;11.109;26.548;3.876;74;24.834;82.435;647;441;18.320;6.485;8.716;224;973;363;702;854;3;10.957;2.690;6.846;1.421;1.300;31.018;287.773;786;45.501
;;05758 HERFORD;14.189;13.893;96;200;1.956;165.929;64.983;74.408;22.257;4.281;7.910;17.960;2.637;53;15.027;61.178;662;220;10.680;3.771;5.292;99;562;190;208;557;1;4.976;1.061;3.178;737;723;16.599;196.717;785;27.723
;;05762 HOEXTER;8.727;8.360;88;279;1.082;91.601;33.805;43.638;12.147;2.011;3.886;11.093;1.396;47;5.364;31.404;654;143;5.977;1.966;2.897;68;352;97;180;416;1;7.750;544;5.894;1.312;629;14.499;114.827;820;20.717
;;05766 LIPPE;19.873;19.320;161;392;2.618;220.417;82.559;101.328;31.484;5.046;10.761;24.577;4.229;80;20.010;80.560;637;471;13.460;5.163;6.481;175;625;207;334;474;1;7.381;996;5.188;1.197;1.113;22.425;262.715;759;39.395
;;05770 MINDEN-LUEBBECKE;17.117;16.641;127;349;2.291;206.941;76.399;96.484;29.621;4.437;9.004;22.886;3.139;77;16.902;74.307;665;215;15.245;5.180;6.768;178;896;344;624;1.251;4;10.575;1.383;7.450;1.742;1.443;27.478;251.536;808;41.256
;;05774 PADERBORN;16.480;15.597;164;719;2.035;188.943;67.037;90.039;26.343;5.524;8.216;21.483;3.237;80;17.994;64.533;611;318;12.622;4.076;6.463;156;721;320;297;583;6;9.666;1.617;6.612;1.437;1.034;23.640;229.063;740;32.252
;RB ZUSAMMEN;;109.256;105.849;953;2.454;14.232;1.288.914;475.573;599.664;181.251;32.426;58.710;143.744;21.484;482;124.589;455.936;626;2.064;87.717;30.852;41.945;1.034;4.693;1.856;2.690;4.628;19;53.374;8.914;36.398;8.062;7.051;150.206;1.548.376;753;224.383
;RB ARNSBERG;05911 BOCHUM,STADT;16.604;16.278;167;159;2.351;214.175;91.918;93.841;23.914;4.502;9.608;21.355;2.537;85;42.783;69.232;589;179;16.494;4.698;10.002;381;755;143;199;299;17;1.283;468;727;88;806;18.762;249.541;687;15.461
;;05913 DORTMUND,STADT;24.277;23.731;266;280;3.352;297.945;119.684;135.886;36.836;5.539;13.976;30.756;3.714;160;29.748;106.069;508;441;16.999;6.020;8.113;313;863;439;458;791;2;2.582;1.417;1.011;154;1.140;21.162;343.384;585;27.587
;;05914 HAGEN,STADT;9.238;9.004;109;125;1.294;99.840;40.959;45.005;12.394;1.482;4.857;11.410;1.241;61;9.212;34.715;529;248;5.850;2.116;2.742;68;295;119;188;322;-;1.305;581;598;126;504;7.907;116.985;620;8.804
;;05915 HAMM,STADT;7.726;7.526;87;113;981;99.677;39.423;45.616;12.788;1.850;4.438;9.836;1.372;39;7.855;35.335;556;200;5.751;1.758;2.864;61;339;110;219;400;-;1.982;501;1.234;247;383;8.316;115.719;646;14.005
;;05916 HERNE,STADT;6.674;6.531;61;82;991;78.784;33.812;35.051;8.996;925;3.583;6.593;773;34;5.933;28.673;503;179;4.930;1.945;2.416;52;290;61;84;79;3;418;183;214;21;369;5.896;91.354;583;6.383
;;05954 ENNEPE-RUHR-KREIS;22.136;21.655;221;260;3.455;202.134;83.688;89.105;25.475;3.866;12.459;25.382;3.471;111;17.376;76.759;627;412;11.330;4.017;5.466;157;708;211;311;458;2;3.714;698;2.531;485;837;16.293;240.563;747;22.479
;;05958 HOCHSAUERLANDKREIS;14.968;14.409;149;410;1.941;171.631;64.831;81.884;21.266;3.650;7.098;26.880;2.944;81;15.284;57.620;664;439;11.916;3.839;6.018;160;580;278;332;702;7;10.357;1.004;7.893;1.460;1.074;23.786;210.385;814;33.678
;;05962 MAERKISCHER KREIS;23.248;22.529;273;446;3.340;256.655;103.741;116.263;32.507;4.144;13.251;34.995;4.136;98;19.575;90.734;631;514;14.370;5.206;6.662;158;831;280;503;727;3;6.803;1.109;4.760;934;1.237;22.924;302.827;744;32.423
;;05966 OLPE;8.270;8.021;68;181;1.000;91.308;35.416;43.157;10.970;1.765;4.018;15.096;1.246;35;9.140;29.628;686;99;7.066;2.098;3.884;75;379;82;196;348;4;5.292;512;3.905;875;508;12.965;112.543;845;16.033
;;05970 SIEGEN-WITTGENSTEIN;15.554;15.100;153;301;1.965;179.021;71.782;82.169;21.413;3.657;8.113;27.345;2.674;83;20.745;58.570;653;236;10.722;3.428;5.364;117;647;256;294;613;3;9.717;1.083;6.360;2.274;919;21.594;216.169;788;28.919
;;05974 SOEST;17.687;17.239;149;299;2.421;195.380;73.267;91.275;25.920;4.918;9.077;22.124;3.692;63;14.284;70.568;646;224;11.678;3.727;6.163;122;634;267;285;477;3;9.399;1.546;6.773;1.080;1.268;22.569;235.636;779;37.545
;;05978 UNNA;22.636;22.130;255;251;3.383;242.913;97.648;110.476;29.953;4.836;11.925;24.412;4.072;102;18.496;90.101;618;286;13.063;4.370;6.308;162;818;380;412;610;3;4.158;1.044;2.660;454;1.091;18.598;284.147;723;31.311
;RB ZUSAMMEN;;189.018;184.153;1.958;2.907;26.474;2.129.463;856.169;969.728;262.432;41.134;102.403;256.184;31.872;952;210.431;748.004;597;3.457;130.169;43.222;66.002;1.826;7.139;2.626;3.481;5.826;47;57.010;10.146;38.666;8.198;10.136;200.772;2.519.253;707;274.628
NORDRHEIN-WESTFALEN INSGESAMT;;;921.077;896.245;11.034;13.798;127.242;10.478.040;4.032.325;4.825.038;1.396.802;223.875;538.605;1.204.516;169.556;4.636;1.169.578;3.678.341;585;17.499;759.129;293.518;355.753;11.432;38.909;13.831;16.691;28.727;268;277.205;52.803;187.760;36.642;56.927;1.110.760;12.509.877;698;1.375.364
RHEINLAND-PFALZ;RB KOBLENZ;07111 KOBLENZ,STADT;5.055;4.904;85;66;668;64.459;23.510;31.594;8.135;1.220;3.436;7.645;956;27;12.365;20.244;567;283;4.836;1.648;2.177;60;304;114;97;434;2;1.032;369;529;134;451;6.602;76.116;670;6.460
;;07131 AHRWEILER;9.174;8.782;96;296;1.249;86.516;32.387;40.916;11.794;1.419;5.146;11.394;1.431;48;6.478;30.673;675;229;6.572;2.342;3.284;72;354;80;126;313;1;6.072;442;4.064;1.566;573;13.446;109.136;852;16.000
;;07132 ALTENKIRCHEN(WESTWLD.);9.576;9.207;87;282;1.379;85.867;33.574;39.813;10.949;1.531;4.137;12.706;1.336;34;7.039;30.015;664;370;5.752;1.840;3.112;48;283;97;115;257;-;5.462;308;3.803;1.351;522;12.106;107.549;832;17.164
;;07133 BAD KREUZNACH;10.740;10.249;135;356;1.515;102.538;36.818;49.137;14.700;1.883;6.136;12.881;1.495;33;8.002;36.853;643;278;8.143;2.066;3.683;101;628;565;318;779;3;7.500;653;5.497;1.350;720;16.641;129.919;815;20.068
;;07134 BIRKENFELD;5.235;4.918;62;255;664;52.980;19.921;25.600;6.786;673;2.602;7.855;714;14;3.813;18.562;655;141;3.301;1.094;1.770;33;130;27;76;171;-;3.360;90;2.626;644;359;7.161;65.376;809;12.316
;;07135 COCHEM-ZELL;5.168;4.874;41;253;666;42.448;13.966;21.812;5.800;870;2.376;6.314;592;32;2.536;14.081;688;83;3.058;868;1.652;65;184;72;58;159;-;5.866;163;4.060;1.643;330;9.337;56.953;923;10.748
;;07137 MAYEN-KOBLENZ;14.551;13.957;207;387;1.944;142.443;52.196;68.393;19.154;2.700;8.701;18.637;2.040;43;11.243;49.988;661;142;9.898;3.217;4.966;81;523;304;267;534;6;6.879;855;4.750;1.274;738;17.657;174.651;811;25.560
;;07138 NEUWIED;12.590;12.132;157;301;1.745;123.202;44.265;59.131;17.627;2.179;7.229;16.814;2.040;14;11.375;43.353;668;137;8.715;3.117;4.345;82;446;118;182;422;3;5.740;714;3.768;1.258;720;15.312;151.104;819;21.589
;;07140 RHEIN-HUNSRUECK-KREIS;7.676;7.236;81;359;999;72.465;24.103;37.235;9.734;1.393;3.567;10.297;1.153;31;6.335;24.239;698;485;5.465;1.610;2.946;48;357;81;97;326;-;7.404;510;5.200;1.694;509;13.863;94.004;906;18.495
;;07141 RHEIN-LAHN-KREIS;9.457;9.010;109;338;1.306;81.598;30.794;38.533;10.733;1.538;4.416;10.925;1.429;16;5.276;29.196;665;114;5.053;1.723;2.712;64;268;42;82;159;3;5.098;121;3.654;1.323;569;10.834;101.889;830;15.380
;;07143 WESTERWALDKREIS;14.760;14.124;228;408;2.076;140.922;51.574;67.041;19.260;3.047;7.145;22.562;2.171;78;12.947;48.841;691;240;10.560;3.140;5.801;85;623;158;288;462;3;8.935;838;6.062;2.035;894;20.629;176.311;865;28.440
;RB ZUSAMMEN;;103.982;99.393;1.288;3.301;14.211;995.438;363.108;479.205;134.672;18.453;54.891;138.030;15.357;370;87.409;346.045;662;2.502;71.353;22.665;36.448;739;4.100;1.658;1.706;4.016;21;63.348;5.063;44.013;14.272;6.385;143.588;1.243.008;827;192.220
;RB TRIER;07211 TRIER-SAARBURG;17.622;16.880;238;504;2.303;157.496;51.695;79.997;21.788;4.016;8.829;22.359;2.197;83;13.334;55.687;602;312;10.448;3.663;5.190;124;588;160;208;511;4;10.477;391;7.351;2.735;911;22.148;197.266;754;26.341
;;07231 BERNKASTEL-WITTLICH;8.013;7.523;122;368;1.062;76.994;25.360;39.857;10.354;1.423;3.863;10.305;1.095;24;5.821;26.215;680;195;5.965;1.766;3.225;82;276;110;133;370;3;9.734;400;6.712;2.622;627;16.521;101.528;897;18.728
;;07232 EIFELKREIS BITBURG-PRUEM;8.330;7.752;99;479;1.056;69.112;19.572;37.654;10.566;1.320;3.154;11.923;935;29;4.962;23.527;685;204;5.702;1.941;2.872;47;293;87;92;368;2;10.833;257;8.840;1.736;716;17.455;94.897;940;18.096
;;07233 VULKANEIFEL;5.272;4.905;59;308;689;42.787;14.316;21.966;5.817;688;1.908;6.732;706;30;2.874;14.040;703;131;3.527;1.148;1.760;56;193;52;81;233;4;6.044;203;4.549;1.292;369;10.071;58.130;955;11.718
;RB ZUSAMMEN;;39.237;37.060;518;1.659;5.110;346.389;110.943;179.474;48.525;7.447;17.754;51.319;4.933;166;26.991;119.469;645;842;25.642;8.518;13.047;309;1.350;409;514;1.482;13;37.088;1.251;27.452;8.385;2.623;66.195;451.821;842;74.883
;RB RHEINHESSEN-PFALZ;07311 FRANKENTHAL(PFALZ),STADT;2.381;2.320;36;25;292;26.973;9.485;13.161;3.977;350;1.354;2.922;256;3;2.681;9.523;553;27;1.663;600;867;7;96;25;26;42;-;587;254;288;45;127;2.404;31.758;651;2.685
;;07312 KAISERSLAUTERN,STADT;3.758;3.639;58;61;476;49.731;17.993;24.093;6.550;1.095;2.661;5.844;555;49;5.691;17.015;501;114;3.041;1.198;1.416;62;192;39;53;80;1;515;68;365;82;306;3.976;57.465;579;4.961
;;07313 LANDAU I.D.PFALZ,STADT;2.637;2.591;27;19;390;28.225;10.416;13.081;4.009;719;1.621;3.041;504;8;3.792;10.300;602;-;1.848;609;887;24;186;30;60;52;-;856;53;665;138;189;2.893;33.755;719;3.291
;;07314 LUDWIGSHAFEN A.RH.,STADT;7.252;6.977;190;85;886;84.662;29.995;40.962;12.232;1.473;3.791;9.757;734;92;11.061;26.801;492;268;5.585;2.090;2.692;120;364;100;106;109;4;872;408;415;49;593;7.318;99.232;576;6.473
;;07315 MAINZ,STADT;7.851;7.640;123;88;1.058;101.053;36.034;48.694;14.145;2.180;5.507;12.253;1.339;154;15.956;33.742;464;1.193;5.905;2.164;2.793;109;323;113;153;249;1;1.139;257;737;145;875;9.112;118.016;542;6.947
;;07316 NEUSTADT A.D.WSTR.,STADT;2.996;2.915;45;36;391;33.594;11.690;15.984;5.126;794;2.254;3.859;545;4;3.872;12.009;628;5;2.451;804;1.237;22;146;18;55;168;1;1.173;111;885;177;179;3.808;40.398;755;4.004
;;07317 PIRMASENS,STADT;1.836;1.759;25;52;224;23.169;8.750;11.011;3.029;379;1.305;2.959;224;16;2.847;8.315;578;26;1.659;626;754;21;105;35;48;70;-;459;78;314;67;170;2.314;27.319;682;3.203
;;07318 SPEYER,STADT;2.803;2.699;70;34;409;29.562;10.588;13.944;4.509;521;1.708;3.355;506;8;3.722;11.060;585;12;1.872;670;918;41;89;31;39;82;2;290;80;153;57;169;2.343;34.708;686;3.330
;;07319 WORMS,STADT;4.217;4.051;78;88;525;46.294;17.053;21.442;7.042;757;2.513;5.009;572;15;4.469;15.689;552;26;3.197;1.078;1.596;55;197;82;69;120;-;1.339;333;852;154;253;4.815;55.326;660;6.133
;;07320 ZWEIBRUECKEN,STADT;2.009;1.947;14;48;311;21.609;8.076;10.301;2.813;419;1.030;2.590;284;21;2.087;7.791;634;23;1.445;516;719;18;78;32;43;38;1;588;116;393;79;223;2.279;25.897;760;3.638
;;07331 ALZEY-WORMS;10.249;9.898;119;232;1.389;87.807;30.767;41.988;13.213;1.839;5.074;10.193;1.414;9;5.375;31.806;669;25;5.999;1.892;3.215;101;345;89;126;230;1;7.426;235;6.442;749;550;14.000;112.056;853;15.536
;;07332 BAD DUERKHEIM;9.838;9.564;112;162;1.367;92.548;32.303;43.593;14.591;2.061;6.684;11.650;1.630;16;5.914;35.254;695;155;5.169;1.744;2.626;62;344;117;133;141;2;4.579;362;3.661;556;442;10.345;112.731;846;14.185
;;07333 DONNERSBERGKREIS;5.803;5.545;68;190;858;51.659;17.674;25.583;7.322;1.080;2.667;6.462;755;21;3.357;18.703;684;93;2.983;1.106;1.457;39;154;52;74;100;1;3.879;154;2.806;919;354;7.309;64.771;857;11.255
;;07334 GERMERSHEIM;9.251;9.020;144;87;1.366;84.421;28.899;40.863;13.114;1.545;4.249;9.313;1.276;23;6.162;29.953;653;90;5.560;1.918;2.567;62;341;112;152;406;2;4.524;707;2.704;1.113;483;10.657;104.329;807;15.721
;;07335 KAISERSLAUTERN;7.330;7.036;101;193;876;69.861;24.577;34.075;9.971;1.238;3.709;9.330;944;24;4.084;25.665;654;192;4.793;1.477;2.409;52;373;123;119;238;2;3.176;169;2.433;574;372;8.533;85.724;802;15.411
;;07336 KUSEL;5.302;5.005;60;237;747;47.851;17.711;23.396;6.131;613;2.342;6.475;783;13;1.618;17.741;684;19;2.500;892;1.301;32;150;25;41;58;1;3.703;41;2.757;905;273;6.495;59.648;853;12.147
;;07337 SUEDLICHE WEINSTRASSE;9.290;8.999;103;188;1.320;78.600;27.071;37.609;12.223;1.697;4.855;9.258;1.574;19;5.448;28.758;706;253;5.423;1.807;2.697;86;369;88;138;238;-;7.599;237;6.028;1.334;571;13.846;101.736;914;14.120
;;07338 RHEIN-PFALZ-KREIS;11.771;11.473;194;104;1.626;102.765;36.299;48.839;15.721;1.906;6.715;11.613;1.662;5;5.627;38.734;663;60;6.141;2.165;2.938;59;379;140;192;267;1;3.598;797;2.327;474;411;10.210;124.746;805;14.465
;;07339 MAINZ-BINGEN;15.866;15.392;198;276;2.010;143.858;49.812;68.762;22.032;3.252;8.654;17.083;2.382;24;16.699;50.963;677;113;8.174;2.833;4.332;69;501;107;124;206;2;7.797;476;6.017;1.304;727;16.811;176.535;831;20.104
;;07340 SUEDWESTPFALZ;8.239;7.867;87;285;1.127;68.092;24.190;33.707;9.060;1.135;3.838;9.628;1.198;17;3.283;25.125;718;183;3.862;1.453;1.907;32;226;40;92;112;-;4.620;143;3.401;1.076;258;8.923;85.254;899;15.132
;RB ZUSAMMEN;;130.679;126.337;1.852;2.490;17.648;1.272.334;449.383;611.088;186.810;25.053;72.531;152.594;19.137;541;113.745;454.947;616;2.877;79.270;27.642;39.328;1.073;4.958;1.398;1.843;3.006;22;58.719;5.079;43.643;9.997;7.525;148.391;1.551.404;751;192.741
RHEINLAND-PFALZ INSGESAMT;;;273.898;262.790;3.658;7.450;36.969;2.614.161;923.434;1.269.767;370.007;50.953;145.176;341.943;39.427;1.077;228.145;920.461;637;6.221;176.265;58.825;88.823;2.121;10.408;3.465;4.063;8.504;56;159.155;11.393;115.108;32.654;16.533;358.174;3.246.233;791;459.844
SAARLAND;;10041 SAARBRUECKEN,STADTVERB.;18.852;18.266;318;268;2.637;192.978;74.122;90.528;25.095;3.233;11.407;22.125;2.341;100;19.983;70.490;590;489;13.455;4.741;6.778;181;839;245;273;394;4;2.347;383;1.564;400;1.058;17.349;229.179;700;24.621
;;10042 MERZIG-WADERN;7.470;7.125;91;254;1.005;72.846;24.509;36.926;10.207;1.204;4.136;10.887;1.068;22;4.507;27.365;704;174;4.427;1.394;2.380;51;285;64;88;164;1;4.885;296;3.571;1.018;434;9.920;90.236;872;15.978
;;10043 NEUNKIRCHEN;8.780;8.434;143;203;1.239;87.265;34.565;40.615;10.686;1.399;4.847;10.366;1.114;12;6.415;32.953;667;148;5.528;1.765;2.963;94;303;76;116;209;2;1.971;155;1.415;401;356;8.003;104.048;795;15.505
;;10044 SAARLOUIS;13.371;12.915;163;293;1.678;134.651;50.881;64.523;17.046;2.201;7.767;15.130;1.706;42;8.927;50.467;695;206;7.888;2.657;3.886;83;446;124;288;403;1;4.099;490;2.866;743;754;12.947;160.969;831;22.208
;;10045 SAAR-PFALZ-KREIS;9.693;9.387;148;158;1.345;98.969;37.193;46.910;13.017;1.849;6.047;12.295;1.472;140;8.631;37.576;702;127;6.304;2.025;3.149;79;522;88;196;241;4;2.994;464;1.914;616;509;9.934;118.596;841;18.062
;;10046 SANKT WENDEL;7.573;7.276;88;209;954;63.251;23.494;30.161;7.769;1.827;3.341;8.695;1.030;21;4.781;22.794;734;27;3.531;1.222;1.785;48;217;48;57;143;11;3.701;152;2.619;930;302;7.561;78.385;910;14.133
SAARLAND INSGESAMT;;;65.739;63.403;951;1.385;8.858;649.960;244.764;309.663;83.820;11.713;37.545;79.498;8.731;337;53.244;241.645;662;1.171;41.133;13.804;20.941;536;2.612;645;1.018;1.554;23;19.997;1.940;13.949;4.108;3.413;65.714;781.413;795;110.507
SACHSEN;RB CHEMNITZ;14511 CHEMNITZ, STADT;9.189;8.966;77;146;990;125.893;53.667;58.125;12.373;1.728;2.377;15.531;1.405;159;16.912;43.957;518;148;10.872;4.583;4.834;207;340;187;262;457;2;1.414;432;929;53;944;13.378;148.460;611;13.612
;;14521 ERZGEBIRGSKREIS;23.206;22.637;94;475;2.241;202.897;89.568;93.282;18.249;1.798;3.088;40.619;1.987;29;16.970;73.332;617;406;20.290;8.640;8.776;691;713;313;507;648;2;8.271;689;6.965;617;1.514;30.481;256.584;781;36.857
;;14522 MITTELSACHSEN;19.424;18.904;107;413;1.979;179.810;75.440;84.785;17.950;1.635;3.145;23.840;2.060;58;15.864;65.922;601;408;19.170;7.710;8.347;472;908;423;532;775;3;8.589;995;7.098;496;1.605;29.772;229.006;765;40.339
;;14523 VOGTLANDKREIS;13.439;13.090;63;286;1.540;137.043;58.431;63.557;13.724;1.331;2.985;23.131;1.431;165;12.921;50.962;619;209;14.592;6.029;6.349;438;564;255;356;599;2;6.863;708;5.392;763;1.151;22.815;173.297;783;27.947
;;14524 ZWICKAU;18.162;17.739;103;320;1.887;186.673;81.718;85.486;17.132;2.337;3.922;22.502;2.015;16;17.265;69.224;603;311;18.467;7.528;8.017;533;648;332;481;928;-;6.090;1.593;4.047;450;1.333;26.201;231.036;746;31.581
;RB ZUSAMMEN;;83.420;81.336;444;1.640;8.637;832.316;358.824;385.235;79.428;8.829;15.517;125.623;8.898;427;79.932;303.397;594;1.482;83.391;34.490;36.323;2.341;3.173;1.510;2.138;3.407;9;31.227;4.417;24.431;2.379;6.547;122.647;1.038.383;741;150.336
;RB DRESDEN;14612 DRESDEN, STADT;17.300;16.892;208;200;2.024;230.581;89.124;112.493;25.909;3.055;5.416;26.031;3.783;202;32.641;76.034;415;373;20.409;8.730;9.056;425;728;385;437;647;1;1.453;408;958;87;1.777;24.012;271.893;490;23.619
;;14625 BAUTZEN;17.692;17.136;118;438;1.891;182.108;72.578;89.740;18.178;1.612;3.130;21.076;1.990;87;15.313;68.321;615;331;18.470;7.787;8.078;509;696;367;423;609;1;8.678;853;7.137;688;1.570;29.049;228.849;772;42.118
;;14626 GOERLITZ;13.861;13.526;62;273;1.489;143.745;59.422;69.261;14.008;1.054;2.220;16.502;1.467;89;12.463;53.224;579;319;13.891;6.228;5.762;352;541;204;297;504;3;6.702;906;5.289;507;1.364;22.276;179.882;725;32.495
;;14627 MEISSEN;12.801;12.461;84;256;1.334;140.141;54.802;68.140;15.828;1.371;3.097;15.180;1.780;90;12.229;51.426;586;220;15.621;6.379;6.599;422;599;330;447;841;4;5.422;939;4.039;444;1.386;22.649;175.591;734;31.052
;;14628 SAECHS.SCHWEIZ-OSTERZGEB;15.049;14.581;126;342;1.612;145.322;58.800;69.471;15.538;1.513;2.935;22.331;2.094;108;13.867;52.965;596;409;15.431;6.169;7.032;512;572;346;372;420;8;5.762;338;5.107;317;1.218;22.820;183.191;751;30.198
;RB ZUSAMMEN;;76.703;74.596;598;1.509;8.350;841.897;334.726;409.105;89.461;8.605;16.798;101.120;11.114;576;86.513;301.970;532;1.652;83.822;35.293;36.527;2.220;3.136;1.632;1.976;3.021;17;28.017;3.444;22.530;2.043;7.315;120.806;1.039.406;656;159.482
;RB LEIPZIG;14713 LEIPZIG, STADT;15.981;15.619;161;201;1.854;233.713;92.547;111.531;26.001;3.634;5.098;23.792;3.281;172;29.014;80.261;388;299;18.511;8.637;8.031;252;580;253;263;492;3;1.518;504;952;62;1.758;22.086;271.780;452;24.194
;;14729 LEIPZIG;15.309;14.874;103;332;1.726;155.950;61.333;75.863;16.822;1.932;3.671;16.662;1.810;73;13.550;59.917;604;276;16.601;7.087;7.238;306;641;374;397;553;5;6.060;1.080;4.504;476;1.247;24.184;195.443;757;38.604
;;14730 NORDSACHSEN;11.777;11.391;73;313;1.394;117.636;46.473;57.682;12.338;1.143;2.063;12.162;1.251;56;9.647;43.954;596;215;13.685;5.460;6.245;282;482;253;386;575;2;5.309;802;4.100;407;1.229;20.438;149.851;759;34.357
;RB ZUSAMMEN;;43.067;41.884;337;846;4.974;507.299;200.353;245.076;55.161;6.709;10.832;52.616;6.342;301;52.211;184.132;480;790;48.797;21.184;21.514;840;1.703;880;1.046;1.620;10;12.887;2.386;9.556;945;4.234;66.708;617.074;583;97.155
SACHSEN INSGESAMT;;;203.190;197.816;1.379;3.995;21.961;2.181.512;893.903;1.039.416;224.050;24.143;43.147;279.359;26.354;1.304;218.656;789.499;540;3.924;216.010;90.967;94.364;5.401;8.012;4.022;5.160;8.048;36;72.131;10.247;56.517;5.367;18.096;310.161;2.694.863;667;406.973
SACHSEN-ANHALT;;15001 DESSAU-ROSSLAU,STADT;3.083;3.013;22;48;382;41.667;17.479;19.756;3.974;458;863;4.052;443;60;3.761;15.763;529;32;3.246;1.362;1.451;74;142;63;62;90;2;801;389;373;39;249;4.328;49.078;623;6.537
;;15002 HALLE (SAALE),STADT;7.244;7.092;72;80;710;95.364;39.623;45.186;9.357;1.198;1.840;8.897;805;95;11.613;32.344;401;200;7.668;3.559;3.435;97;221;88;92;174;2;765;368;358;39;474;9.107;111.715;469;10.492
;;15003 MAGDEBURG, STADT;6.463;6.312;58;93;718;111.784;45.069;54.020;11.290;1.405;2.283;10.758;1.070;135;14.161;39.069;473;83;9.040;3.935;4.064;159;360;113;190;214;5;874;319;485;70;1.293;11.290;129.537;548;12.494
;;15081 ALTMARKKREIS SALZWEDEL;4.730;4.581;26;123;568;50.810;18.530;26.159;5.582;539;811;5.939;676;16;3.448;19.496;620;183;5.643;2.430;2.652;88;153;97;84;138;1;4.288;164;3.708;416;723;10.837;66.377;810;18.154
;;15082 ANHALT-BITTERFELD;7.866;7.617;49;200;887;92.663;38.456;44.373;9.096;738;1.713;9.503;769;55;7.731;35.187;594;357;9.034;3.816;3.802;201;349;161;380;323;2;3.286;654;2.452;180;915;13.592;114.121;732;22.019
;;15083 BOERDE;9.955;9.592;67;296;1.156;106.687;42.242;52.482;10.894;1.069;1.937;11.551;1.177;45;7.578;41.235;627;141;10.925;4.867;4.712;197;361;173;221;392;2;5.872;1.496;4.112;264;1.098;18.036;134.678;792;28.406
;;15084 BURGENLANDKREIS;9.983;9.628;47;308;1.184;102.506;42.371;49.681;9.582;872;1.798;11.602;875;46;8.101;38.364;581;191;10.367;4.431;4.406;274;398;160;308;389;1;5.510;821;4.285;404;1.013;17.081;129.570;735;22.253
;;15085 HARZ;10.568;10.149;59;360;1.225;123.758;50.836;59.137;12.316;1.469;2.395;15.445;1.517;56;9.706;46.489;592;242;11.937;5.490;4.877;256;428;208;241;434;3;4.832;844;3.699;289;910;17.921;152.247;728;26.835
;;15086 JERICHOWER LAND;5.222;5.056;29;137;653;54.593;20.834;26.785;6.425;549;1.188;6.207;611;30;4.335;21.122;613;116;5.970;2.600;2.604;98;214;111;146;194;3;2.960;629;2.199;132;731;9.777;69.592;781;16.842
;;15087 MANSFELD-SUEDHARZ;7.838;7.404;48;386;859;79.548;32.317;39.182;7.337;712;1.400;10.344;651;39;6.317;29.166;601;211;7.493;3.101;3.467;170;255;100;134;265;1;4.432;330;3.856;246;745;12.881;100.267;758;17.232
;;15088 SAALEKREIS;11.364;10.947;99;318;1.290;115.435;45.837;56.790;11.735;1.073;2.285;12.562;984;67;10.044;43.862;631;144;12.243;4.792;5.452;232;528;339;357;537;6;4.337;1.123;3.028;186;1.268;17.992;144.791;792;25.644
;;15089 SALZLANDKREIS;9.417;9.133;75;209;1.121;105.102;43.237;51.067;9.996;802;1.965;10.390;867;52;7.738;39.397;567;146;9.650;4.252;4.218;174;363;150;162;326;5;3.719;795;2.775;149;872;14.387;128.906;695;22.341
;;15090 STENDAL;5.502;5.262;20;220;683;63.749;23.294;33.036;6.839;580;1.114;7.176;696;71;5.467;23.923;581;237;7.441;3.574;3.148;112;221;58;131;196;1;4.116;292;3.624;200;814;12.608;81.859;746;19.861
;;15091 WITTENBERG;7.374;7.118;44;212;846;75.477;30.168;36.637;8.023;649;1.444;8.293;910;25;5.714;28.712;612;101;7.930;3.402;3.531;159;275;151;205;206;1;3.879;599;2.968;312;705;12.615;95.466;774;23.209
SACHSEN-ANHALT INSGESAMT;;;106.609;102.904;715;2.990;12.282;1.219.143;490.293;594.291;122.446;12.113;23.036;132.719;12.051;792;105.714;454.129;562;2.384;118.587;51.611;51.819;2.291;4.268;1.972;2.713;3.878;35;49.671;8.823;37.922;2.926;11.810;182.452;1.508.204;695;272.319
SCHLESWIG-HOLSTEIN;;01001 FLENSBURG,STADT;3.005;2.950;18;37;406;45.398;17.275;20.270;6.767;1.086;1.790;4.709;1.558;39;6.394;15.536;498;81;2.858;1.259;1.314;59;86;35;20;84;1;584;279;285;20;232;3.755;52.158;572;5.645
;;01002 KIEL,STADT;8.508;8.342;66;100;1.184;111.539;45.447;49.084;14.596;2.412;4.072;9.510;3.844;110;16.160;38.768;453;986;8.627;4.000;3.513;112;267;129;350;253;3;1.040;366;619;55;992;11.645;131.692;535;11.618
