;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;;06533 LIMBURG-WEILBURG;12.239;11.774;175;290;1.697;116.204;40.895;55.241;16.088;3.980;6.150;17.655;1.989;65;9.918;41.171;661;267;8.582;2.531;4.724;84;518;115;193;414;3;5.332;398;4.021;913;764;14.945;143.388;816;19.469
;;06534 MARBURG-BIEDENKOPF;15.307;14.805;176;326;1.904;148.103;55.657;69.266;18.709;4.471;6.777;21.038;2.534;131;11.287;53.276;591;389;8.923;3.168;4.555;78;425;111;199;377;10;10.076;426;7.640;2.010;901;20.289;183.699;734;24.165
;;06535 VOGELSBERGKREIS;8.673;8.174;101;398;1.096;74.014;26.435;35.812;9.790;1.977;3.050;11.630;1.410;11;5.005;25.735;693;142;5.210;1.737;2.658;61;294;93;120;246;1;10.108;248;8.394;1.466;719;16.179;98.866;926;18.138
;RB ZUSAMMEN;;67.721;65.212;861;1.648;8.877;666.376;237.529;318.642;89.558;20.647;31.323;99.260;11.796;319;54.500;238.605;622;1.337;45.674;14.680;24.222;425;2.378;738;1.100;2.107;24;39.780;2.467;29.669;7.644;4.376;91.167;825.264;770;114.136
;RB KASSEL;06611 KASSEL,STADT;6.402;6.182;108;112;850;91.958;33.289;42.428;12.729;3.512;4.244;12.509;1.956;48;13.974;29.838;449;115;7.918;2.497;3.792;93;316;162;228;827;3;1.101;331;693;77;643;9.777;108.137;528;9.885
;;06631 FULDA;18.159;17.391;197;571;2.284;148.456;49.786;73.275;20.290;5.105;6.655;22.512;2.870;125;12.699;48.468;649;282;11.135;3.257;6.021;114;616;182;269;675;1;13.448;664;9.995;2.789;983;25.848;192.463;842;29.152
;;06632 HERSFELD-ROTENBURG;9.298;8.834;86;378;1.073;81.059;26.883;40.830;11.140;2.206;3.364;12.178;1.341;37;5.630;27.069;668;58;6.157;1.923;2.845;188;247;75;126;753;-;7.827;504;5.725;1.598;750;14.792;105.149;867;17.608
;;06633 KASSEL, LAND;16.063;15.435;223;405;2.172;154.325;57.477;69.686;21.153;6.009;8.021;21.087;3.952;18;9.688;55.003;640;144;9.754;3.239;4.872;104;482;232;175;648;2;8.238;1.023;5.559;1.656;837;18.973;189.361;785;30.091
;;06634 SCHWALM-EDER-KREIS;14.521;13.828;174;519;1.852;122.910;43.350;59.016;16.372;4.172;5.686;17.499;2.676;71;6.926;43.127;670;243;7.271;2.490;3.461;63;388;174;246;445;4;10.975;871;7.839;2.265;909;19.398;156.829;855;28.809
;;06635 WALDECK-FRANKENBERG;12.107;11.578;131;398;1.604;107.940;38.607;52.171;13.766;3.396;4.313;16.694;1.829;61;8.000;37.210;678;226;7.491;2.333;4.109;94;279;104;173;396;3;11.298;420;8.553;2.325;763;19.778;139.825;878;23.796
;;06636 WERRA-MEISSNER-KREIS;7.507;7.025;72;410;919;63.843;23.124;30.827;8.133;1.759;2.681;9.082;1.438;39;3.867;23.047;637;114;4.113;1.544;2.048;48;216;41;76;139;1;6.304;217;5.036;1.051;496;11.027;82.377;822;14.320
;RB ZUSAMMEN;;84.057;80.273;991;2.793;10.754;770.491;272.516;368.233;103.583;26.159;34.964;111.561;16.062;399;60.784;263.762;622;1.182;53.839;17.283;27.148;704;2.544;970;1.293;3.883;14;59.191;4.030;43.400;11.761;5.381;119.593;974.141;786;153.661
HESSEN INSGESAMT;;;368.859;356.179;5.369;7.311;48.950;3.907.435;1.357.409;1.865.868;537.509;146.649;192.279;589.146;70.513;1.806;558.798;1.303.367;609;5.853;279.705;92.956;148.758;3.071;12.926;4.395;5.976;11.550;73;159.164;13.865;114.863;30.436;25.580;470.302;4.746.596;739;516.894
MECKLENBURG-VORPOMMERN;;13003 ROSTOCK, STADT;5.487;5.367;54;66;709;86.405;33.803;41.519;9.249;1.834;1.716;9.237;1.653;57;9.702;30.052;410;140;6.621;2.981;3.067;84;162;80;118;125;4;1.178;758;401;19;542;8.481;100.373;476;23.697
;;13004 SCHWERIN, STADT;2.529;2.488;22;19;324;45.343;17.669;21.870;4.849;955;833;4.974;870;41;6.170;15.603;459;60;3.812;1.530;1.978;43;72;46;59;83;1;313;66;229;18;1.072;5.257;53.129;538;6.252
;;13071 MECKLENBURGISCHE SEENPLA;15.232;14.730;120;382;1.892;147.450;55.459;72.641;17.422;1.928;2.414;19.492;2.651;109;11.041;55.796;569;324;17.793;7.262;8.707;271;422;230;283;612;6;8.057;1.154;6.671;232;1.701;27.875;190.557;735;46.416
;;13072 ROSTOCK;12.803;12.456;109;238;1.457;130.712;46.384;64.881;16.888;2.559;2.886;17.902;2.645;73;10.854;49.478;590;279;16.310;6.677;7.958;183;473;177;362;475;5;7.109;1.221;5.690;198;1.596;25.294;168.809;762;38.988
;;13073 VORPOMMERN-RUEGEN;12.082;11.708;119;255;1.498;126.916;49.165;60.270;15.513;1.968;2.835;17.452;2.707;99;10.897;48.600;557;272;14.253;6.318;6.623;229;316;202;212;352;1;5.188;539;4.504;145;1.308;21.021;160.019;703;36.099
;;13074 NORDWESTMECKLENBURG;9.811;9.556;78;177;1.269;93.014;35.744;44.305;11.128;1.837;2.075;11.580;1.963;57;6.194;36.363;581;223;9.869;4.475;4.585;124;262;88;111;219;5;4.809;455;4.112;242;925;15.826;118.651;741;25.659
;;13075 VORPOMMERN-GREIFSWALD;13.938;13.591;104;243;1.717;127.861;48.443;62.147;15.541;1.730;2.157;17.159;1.998;120;8.537;49.584;539;362;13.436;6.095;6.227;216;318;119;136;321;4;5.893;495;5.181;217;1.235;20.926;162.725;686;38.188
;;13076 LUDWIGSLUST-PARCHIM;13.705;13.266;80;359;1.693;130.553;47.462;64.988;16.202;1.901;2.601;16.490;2.557;80;7.956;50.054;610;287;14.720;5.853;7.244;200;352;205;314;549;3;9.026;982;7.568;476;1.514;25.547;169.805;793;47.110
MECKLENBURG-VORPOMMERN INSGESAMT;;;85.587;83.162;686;1.739;10.559;888.254;334.129;432.621;106.792;14.712;17.517;114.286;17.044;636;71.351;335.530;545;1.947;96.814;41.191;46.389;1.350;2.377;1.147;1.595;2.736;29;41.573;5.670;34.356;1.547;9.893;150.227;1.124.068;690;262.409
NIEDERSACHSEN;RB BRAUNSCHWEIG;03101 BRAUNSCHWEIG,STADT;11.248;11.038;115;95;1.473;143.274;52.256;68.857;14.779;7.382;5.742;17.181;2.626;102;32.759;42.968;568;202;8.609;3.076;4.342;282;407;87;143;268;4;1.442;553;765;124;803;11.056;165.578;657;13.980
;;03102 SALZGITTER,STADT;4.545;4.412;58;75;548;57.230;21.306;27.729;6.907;1.288;2.316;6.646;821;38;3.883;18.912;545;111;3.173;1.236;1.537;31;132;41;71;122;3;1.075;314;639;122;317;4.676;66.451;633;8.684
;;03103 WOLFSBURG,STADT;6.224;6.050;99;75;699;123.849;39.835;65.624;7.171;11.219;3.535;16.085;2.182;56;66.070;20.599;973;142;3.729;1.526;1.890;83;112;42;37;37;2;975;52;800;123;436;5.282;135.355;1.064;7.347
;;03151 GIFHORN;13.038;12.618;178;242;1.630;112.476;41.174;53.925;13.168;4.209;4.909;13.819;2.978;41;5.578;39.041;623;158;6.724;2.689;3.416;66;254;69;85;145;-;6.996;302;5.521;1.173;819;14.697;140.211;776;28.207
;;03153 GOSLAR;8.459;8.236;89;134;1.165;81.030;31.734;37.581;9.508;2.207;3.530;11.096;1.517;55;6.250;29.495;603;101;5.148;1.795;2.698;54;211;46;92;250;2;2.716;419;1.920;377;608;8.573;98.062;729;14.946
;;03154 HELMSTEDT;6.453;6.275;79;99;805;57.636;22.366;27.175;6.207;1.888;2.452;6.427;1.333;33;3.227;20.456;626;135;3.166;1.202;1.631;31;90;53;47;109;3;2.536;255;1.929;352;449;6.286;70.375;764;11.865
;;03155 NORTHEIM;9.634;9.282;82;270;1.405;89.770;33.901;42.353;10.771;2.745;3.615;11.555;1.650;56;7.703;31.734;675;141;5.953;2.104;3.235;44;225;49;108;188;-;6.681;381;5.191;1.109;803;13.578;112.982;850;18.721
;;03157 PEINE;9.411;9.142;134;135;1.342;88.023;33.189;40.800;10.796;3.238;3.919;9.886;1.710;31;4.722;32.390;632;145;5.087;1.812;2.595;70;213;75;102;218;2;3.397;418;2.490;489;554;9.183;106.617;766;18.226
;;03158 WOLFENBUETTEL;8.571;8.377;76;118;1.160;76.948;30.421;34.828;8.894;2.805;3.681;8.487;1.683;21;4.015;28.750;637;124;4.212;1.698;2.053;57;156;31;47;167;3;2.769;261;2.090;418;503;7.608;93.127;771;14.386
;;03159 GOETTINGEN;17.861;17.293;178;390;2.521;186.631;69.697;87.078;23.811;6.045;7.879;24.848;3.898;135;15.349;67.260;567;297;12.291;4.563;5.949;164;503;178;343;586;5;9.675;829;7.239;1.607;1.432;23.695;228.187;694;32.499
;RB ZUSAMMEN;;95.444;92.723;1.088;1.633;12.748;1.016.867;375.879;485.950;112.012;43.026;41.578;126.030;20.398;568;149.556;331.605;630;1.556;58.092;21.701;29.346;882;2.303;671;1.075;2.090;24;38.262;3.784;28.584;5.894;6.724;104.634;1.216.945;754;168.861
;RB HANNOVER;03241 HANNOVER;54.366;53.138;624;604;7.177;601.997;216.116;281.475;81.892;22.514;27.630;77.023;11.823;388;75.353;205.513;511;977;43.828;15.956;22.400;431;1.727;952;785;1.563;14;13.530;2.664;9.097;1.769;5.211;63.546;719.909;611;92.216
;;03251 DIEPHOLZ;14.620;14.214;116;290;2.101;147.483;51.322;68.734;22.346;5.081;6.214;18.931;3.183;63;12.232;53.058;659;199;11.834;4.006;6.015;120;471;137;355;722;8;12.888;2.376;8.870;1.642;1.309;26.230;188.333;841;41.433
;;03252 HAMELN-PYRMONT;9.256;8.991;88;177;1.243;94.665;34.848;44.298;12.574;2.945;4.345;11.722;1.907;65;5.810;34.941;630;192;5.756;2.243;2.836;65;262;90;86;172;2;3.910;218;2.907;785;641;10.499;114.420;761;18.756
;;03254 HILDESHEIM;15.781;15.391;180;210;2.167;165.021;64.984;75.180;19.522;5.335;6.982;19.191;3.046;23;11.540;61.019;592;274;10.268;3.765;5.356;103;415;143;176;307;3;6.100;549;4.489;1.062;1.141;17.783;198.585;713;27.629
;;03255 HOLZMINDEN;4.677;4.499;49;129;664;46.037;17.184;21.600;6.153;1.100;1.957;6.191;956;24;3.016;16.055;651;78;3.000;949;1.654;30;117;28;66;155;1;3.011;249;2.102;660;446;6.535;57.249;810;10.974
;;03256 NIENBURG(WESER);8.270;7.952;89;229;1.177;80.490;27.382;39.076;11.722;2.310;2.803;10.305;1.637;55;6.130;29.112;650;275;6.740;2.229;3.628;125;279;103;94;281;1;8.290;981;6.069;1.240;902;16.207;104.967;847;25.816
;;03257 SCHAUMBURG;10.300;10.059;102;139;1.503;105.110;39.399;48.272;14.001;3.438;4.990;12.287;2.179;44;5.804;39.465;656;135;6.419;2.268;3.325;43;347;69;121;242;4;4.446;571;3.077;798;776;11.776;127.186;794;23.223
;RB ZUSAMMEN;;117.270;114.244;1.248;1.778;16.032;1.240.803;451.235;578.635;168.210;42.723;54.921;155.650;24.731;662;119.885;439.163;568;2.130;87.845;31.416;45.214;917;3.618;1.522;1.683;3.442;33;52.175;7.608;36.611;7.956;10.426;152.576;1.510.649;691;240.047
;RB LUENEBURG;03351 CELLE;11.754;11.378;108;268;1.678;114.035;40.635;53.938;16.033;3.429;4.620;14.314;2.697;59;8.146;42.267;625;141;8.534;2.950;4.572;127;343;137;148;252;5;5.579;435;4.539;605;1.021;15.275;141.064;774;29.516
;;03352 CUXHAVEN;13.443;12.977;106;360;1.813;129.593;48.175;60.724;17.509;3.185;5.037;15.422;3.396;70;6.599;48.023;642;106;9.676;3.962;4.730;210;292;66;122;292;2;10.820;457;9.269;1.094;1.109;21.711;164.747;816;36.078
;;03353 HARBURG;18.274;17.820;180;274;2.455;172.996;60.461;79.087;27.276;6.172;9.564;24.329;5.540;48;14.619;64.902;656;110;12.319;4.413;6.410;147;454;189;237;458;11;8.192;1.114;6.051;1.027;1.165;21.786;213.056;808;40.737
;;03354 LUECHOW-DANNENBERG;3.777;3.610;38;129;568;32.135;11.220;15.349;4.683;883;1.062;4.074;1.132;17;1.921;12.555;653;131;2.739;1.196;1.337;21;78;9;20;76;2;4.308;157;3.484;667;366;7.544;43.456;883;12.649
;;03355 LUENEBURG;11.620;11.379;88;153;1.572;108.895;40.612;49.622;14.647;4.014;4.886;12.963;3.506;45;10.351;41.165;577;201;7.869;2.956;4.116;104;234;69;87;301;2;4.597;454;3.658;485;1.116;13.783;134.298;711;24.084
;;03356 OSTERHOLZ;7.084;6.866;91;127;1.021;75.457;28.212;33.879;10.849;2.517;3.411;8.809;2.011;21;3.890;28.683;648;166;4.879;1.788;2.601;85;180;54;65;106;-;4.295;154;3.701;440;720;10.060;92.601;795;17.556
;;03357 ROTENBURG(WUEMME);11.670;11.292;90;288;1.857;120.916;39.519;61.372;16.139;3.886;4.080;15.119;2.790;64;18.003;39.806;718;158;12.488;4.053;6.767;59;347;100;376;780;6;11.868;1.010;9.620;1.238;1.304;25.818;158.404;940;36.450
;;03358 HEIDEKREIS;9.766;9.431;112;223;1.396;91.825;31.017;44.374;13.846;2.588;3.362;11.973;2.251;60;5.365;33.440;641;114;7.548;2.581;4.092;102;254;68;137;312;2;6.977;501;5.533;943;949;15.588;117.179;818;25.637
;;03359 STADE;12.061;11.704;106;251;1.603;130.194;46.976;60.830;18.163;4.225;5.509;16.687;3.655;48;9.222;46.008;616;439;9.499;3.292;5.138;88;359;118;189;312;3;10.493;1.012;8.393;1.088;948;21.379;163.634;774;32.497
;;03360 UELZEN;6.134;5.941;49;144;877;58.925;22.829;26.657;7.519;1.920;2.293;7.170;1.404;37;3.280;21.950;620;46;4.288;1.685;2.270;42;109;25;42;114;1;4.484;249;3.817;418;585;9.403;74.462;783;17.149
;;03361 VERDEN;8.249;8.009;93;147;1.112;90.087;32.020;42.269;12.814;2.984;4.049;11.698;2.131;33;7.445;33.045;637;83;6.796;2.461;3.594;88;200;56;131;263;3;5.431;661;4.000;770;667;12.977;111.313;788;23.012
;RB ZUSAMMEN;;113.832;110.407;1.061;2.364;15.952;1.125.058;401.676;528.101;159.478;35.803;47.873;142.558;30.513;502;88.841;411.844;639;1.695;86.635;31.337;45.627;1.073;2.850;891;1.554;3.266;37;77.044;6.204;62.065;8.775;9.950;175.324;1.414.214;803;295.365
;RB WESER-EMS;03401 DELMENHORST,STADT;3.215;3.133;38;44;448;43.450;16.627;19.852;5.990;981;1.583;4.571;719;17;3.819;15.408;550;61;2.667;1.026;1.380;27;86;53;33;61;1;538;156;333;49;199;3.465;50.130;635;6.145
;;03402 EMDEN,STADT;2.289;2.219;28;42;329;25.638;10.723;11.304;2.853;758;807;2.253;754;22;2.368;8.727;506;83;1.703;728;763;23;99;28;24;38;-;468;134;304;30;130;2.384;30.311;598;4.598
;;03403 OLDENBURG(OLDENB),STADT;6.536;6.433;53;50;955;92.548;34.823;41.582;11.755;4.388;3.556;9.087;2.482;55;13.371;33.644;530;151;6.029;2.386;2.960;69;218;118;87;188;3;764;180;491;93;528;7.472;106.556;610;12.277
;;03404 OSNABRUECK,STADT;6.080;5.935;66;79;853;89.631;32.659;42.220;10.971;3.781;3.878;9.967;1.601;93;16.375;29.736;537;149;7.328;2.928;3.491;64;236;93;229;285;2;1.448;588;755;105;769;9.694;105.405;631;10.911
;;03405 WILHELMSHAVEN,STADT;3.727;3.657;42;28;526;40.561;17.325;17.444;5.034;758;1.491;3.747;875;17;3.201;14.442;532;56;2.750;1.164;1.303;36;94;20;60;72;1;374;33;304;37;224;3.404;47.692;625;5.558
;;03451 AMMERLAND;7.600;7.397;65;138;1.174;83.239;30.091;38.473;11.857;2.818;3.856;9.631;2.160;44;7.023;30.742;645;164;8.068;2.990;4.146;91;317;91;143;281;9;6.519;557;5.296;666;640;15.391;106.230;823;22.268
;;03452 AURICH;13.302;12.962;142;198;1.986;121.780;46.724;55.766;15.879;3.411;4.210;12.550;3.784;57;9.026;43.197;632;253;11.334;4.395;5.765;179;336;103;178;374;4;9.112;418;7.284;1.410;797;21.496;156.578;813;33.264
;;03453 CLOPPENBURG;8.492;8.084;109;299;1.184;109.012;30.450;55.401;19.361;3.800;3.569;15.523;1.849;47;9.389;36.470;610;192;12.088;4.058;6.228;223;430;150;356;624;19;10.832;1.368;8.734;730;1.115;24.227;141.731;794;32.320
;;03454 EMSLAND;18.705;17.990;193;522;2.354;214.915;67.441;109.607;29.190;8.677;6.605;26.863;4.558;85;21.941;69.390;632;405;21.006;7.622;10.824;158;670;230;459;1.035;8;19.712;2.730;15.596;1.386;1.852;42.975;276.595;813;69.402
;;03455 FRIESLAND;6.907;6.723;70;114;1.096;68.163;26.102;30.632;9.360;2.069;3.046;7.008;2.113;32;4.198;25.700;677;37;4.532;1.932;2.063;31;138;71;54;239;4;3.500;253;2.763;484;404;8.473;83.543;830;15.667
;;03456 GRAFSCHAFT BENTHEIM;7.506;7.267;74;165;936;89.326;28.212;44.590;12.970;3.554;3.044;11.455;2.193;26;8.629;29.100;629;103;7.974;2.977;4.246;64;199;80;131;270;7;6.868;897;5.364;607;698;15.643;112.475;792;24.304
;;03457 LEER;11.033;10.725;118;190;1.826;108.006;39.592;50.632;14.859;2.923;3.637;10.770;3.021;37;6.965;38.528;621;92;8.903;3.440;4.256;82;310;140;156;513;6;7.596;794;5.841;961;607;17.198;136.237;783;28.493
;;03458 OLDENBURG(OLDENBURG);8.532;8.291;73;168;1.207;87.520;30.645;40.393;13.465;3.017;3.918;10.460;2.487;25;6.768;32.415;650;63;6.737;2.317;3.572;62;222;88;133;342;1;6.849;809;5.007;1.033;701;14.350;110.402;820;24.537
;;03459 OSNABRUECK;21.610;20.893;206;511;2.904;239.652;84.472;113.397;33.047;8.736;9.767;28.655;4.533;58;17.855;85.078;654;443;19.305;6.494;9.904;166;830;305;425;1.173;8;17.461;1.731;13.531;2.199;1.508;38.717;299.979;819;56.387
;;03460 VECHTA;7.160;6.912;56;192;906;93.190;27.576;46.667;14.865;4.082;3.285;13.163;1.189;40;10.875;29.918;631;348;9.055;2.987;4.642;76;419;115;213;593;10;8.173;2.177;5.285;711;918;18.494;118.844;804;25.671
;;03461 WESERMARSCH;4.802;4.648;62;92;740;55.206;20.124;25.725;7.884;1.473;2.095;6.418;1.436;25;3.475;19.605;615;137;4.852;1.921;2.368;28;138;104;92;200;1;4.645;543;3.564;538;420;10.054;70.062;781;18.238
;;03462 WITTMUND;4.113;3.989;46;78;654;37.944;14.389;17.678;5.044;833;1.373;4.031;1.027;29;2.111;13.920;650;88;3.455;1.589;1.572;44;111;22;36;78;3;4.304;108;3.541;655;266;8.113;50.170;859;11.373
;RB ZUSAMMEN;;141.609;137.258;1.441;2.910;20.078;1.599.781;557.975;761.363;224.384;56.059;59.720;186.152;36.781;709;147.389;556.020;615;2.825;137.786;50.954;69.483;1.423;4.853;1.811;2.809;6.366;87;109.163;13.476;83.993;11.694;11.776;261.550;2.002.940;770;401.413
NIEDERSACHSEN INSGESAMT;;;468.155;454.632;4.838;8.685;64.810;4.982.509;1.786.765;2.354.049;664.084;177.611;204.092;610.390;112.423;2.441;505.671;1.738.632;610;8.206;370.358;135.408;189.670;4.295;13.624;4.895;7.121;15.164;181;276.644;31.072;211.253;34.319;38.876;694.084;6.144.748;753;1.105.686
NORDRHEIN-WESTFALEN;RB DUESSELDORF;05111 DUESSELDORF, STADT;25.623;24.985;422;216;3.135;326.938;101.721;161.498;47.883;15.836;17.486;53.732;3.954;283;94.120;93.345;518;758;24.104;12.081;9.838;288;754;252;510;377;4;1.759;560;1.074;125;5.642;32.263;384.824;610;18.129
;;05112 DUISBURG,STADT;19.927;19.476;289;162;2.593;242.151;99.825;106.898;30.195;5.233;9.527;24.207;3.025;102;20.852;84.785;481;290;15.398;4.867;7.852;245;877;299;311;936;11;2.676;1.867;692;117;1.250;19.614;281.692;559;23.218
;;05113 ESSEN,STADT;23.576;23.015;330;231;3.238;299.984;120.762;134.194;34.909;10.119;14.753;36.134;4.254;174;43.629;104.257;511;494;20.169;7.817;10.297;263;721;204;319;544;4;2.110;848;1.100;162;1.604;24.377;347.937;593;22.703
;;05114 KREFELD,STADT;10.125;9.810;213;102;1.474;123.581;48.778;55.320;15.953;3.530;6.535;14.554;2.098;54;13.979;44.256;541;153;8.149;2.772;4.430;121;350;115;208;150;3;1.766;954;703;109;472;10.540;144.246;631;18.273
;;05116 MOENCHENGLADBACH,STADT;11.652;11.341;196;115;1.738;145.427;57.673;64.880;18.628;4.246;8.233;16.228;2.416;67;15.976;51.937;541;321;10.381;4.011;4.962;154;514;133;187;418;2;1.663;491;1.004;168;552;12.917;169.996;632;13.942
;;05117 MUELHEIM A.D.RUHR,STADT;8.207;8.024;100;83;1.100;96.465;38.145;42.485;12.863;2.972;6.176;12.294;1.638;46;10.157;36.059;557;32;5.758;1.950;2.998;71;262;105;131;237;4;666;221;388;57;392;6.848;111.520;644;7.962
;;05119 OBERHAUSEN,STADT;9.888;9.666;131;91;1.327;115.011;48.694;49.947;13.643;2.727;5.541;11.448;1.598;51;9.370;42.011;545;239;7.090;2.391;3.875;97;336;76;97;217;1;720;345;321;54;493;8.542;133.441;632;9.916
;;05120 REMSCHEID,STADT;6.059;5.852;105;102;838;64.878;25.843;28.945;8.104;1.986;3.407;9.956;998;32;7.381;22.354;574;104;4.462;1.580;2.373;28;201;84;87;106;3;764;252;440;72;254;5.584;76.521;677;6.226
;;05122 SOLINGEN,STADT;9.832;9.602;125;105;1.465;93.294;37.681;40.000;12.401;3.212;5.646;12.341;1.780;30;8.703;34.127;578;120;5.584;2.130;2.936;50;238;51;81;96;2;727;111;512;104;297;6.728;109.854;680;8.527
;;05124 WUPPERTAL,STADT;18.161;17.688;269;204;2.603;179.960;70.488;81.443;22.553;5.476;9.535;24.086;2.922;80;21.697;61.687;501;394;11.078;4.223;5.347;163;497;203;270;369;6;1.448;422;882;144;709;13.629;211.750;590;14.326
;;05154 KLEVE;16.370;15.825;283;262;2.440;204.792;72.996;96.009;29.767;6.020;8.951;24.430;5.221;54;15.835;74.267;637;202;14.675;4.959;7.588;167;762;248;348;596;7;9.499;1.505;7.206;788;1.233;25.609;246.771;768;39.302
;;05158 METTMANN;28.828;28.162;410;256;4.200;304.474;114.269;138.483;39.938;11.784;17.304;41.343;5.522;124;40.506;109.093;621;177;21.756;7.431;11.325;262;1.137;434;525;635;7;3.429;987;2.153;289;1.442;26.804;360.106;735;27.348
;;05162 NEUSS;26.195;25.557;418;220;3.572;281.848;104.717;128.749;38.788;9.594;16.394;36.129;4.576;99;29.788;101.715;614;349;20.621;6.246;8.949;241;3.329;377;375;1.086;18;5.513;1.627;3.383;503;1.182;27.665;335.708;732;28.804
;;05166 VIERSEN;17.787;17.266;274;247;2.694;195.355;75.695;86.850;26.488;6.322;11.129;22.215;4.628;74;17.186;74.858;645;289;15.481;4.923;7.983;220;849;379;361;757;9;6.384;1.316;4.558;510;1.489;23.643;236.785;782;34.452
;;05170 WESEL;27.161;26.474;395;292;3.990;298.448;116.907;132.914;39.044;9.583;15.122;33.190;6.396;104;21.291;112.681;638;580;18.582;6.108;10.198;215;829;229;322;674;7;7.803;1.673;5.374;756;1.751;28.716;354.325;758;44.869
;RB ZUSAMMEN;;259.391;252.743;3.960;2.688;36.407;2.972.606;1.134.194;1.348.615;391.157;98.640;155.739;372.287;51.026;1.374;370.470;1.047.432;563;4.502;203.288;73.489;100.951;2.585;11.656;3.189;4.132;7.198;88;46.927;13.179;29.790;3.958;18.762;273.479;3.505.476;664;317.997
;RB KOELN;05314 BONN,STADT;12.372;12.099;166;107;1.770;175.623;58.106;87.449;20.828;9.240;8.774;20.410;2.526;90;41.009;54.841;523;321;88.393;51.055;28.647;4.315;1.030;1.296;1.270;717;63;836;161;540;135;1.700;91.250;279.245;832;12.646
;;05315 KOELN,STADT;44.672;43.538;691;443;6.063;502.072;182.929;229.858;68.868;20.417;27.156;66.684;9.487;257;100.614;161.686;462;1.113;38.658;13.512;20.605;551;1.680;626;640;1.017;27;3.376;1.702;1.407;267;2.939;46.086;592.830;545;32.980
;;05316 LEVERKUSEN,STADT;8.222;8.032;124;66;1.049;93.663;35.503;43.186;11.863;3.111;4.328;12.089;1.465;66;12.963;32.197;563;247;5.742;2.149;2.850;57;301;109;83;187;6;878;204;549;125;463;7.330;109.215;656;7.957
;;05334 AACHEN, STAEDTEREGION;27.807;27.110;340;357;3.846;304.319;121.304;134.290;37.875;10.850;17.600;35.329;5.966;166;34.671;107.661;539;581;18.884;6.980;9.372;224;761;238;384;920;5;6.222;1.737;3.840;645;1.484;27.171;359.297;637;39.112
;;05358 DUEREN;18.035;17.567;211;257;2.655;171.228;65.901;77.330;22.470;5.527;9.722;19.738;3.459;86;12.462;63.037;628;491;11.619;3.953;6.251;143;467;151;232;418;4;6.184;920;4.415;849;974;19.268;208.531;765;29.449
;;05362 RHEIN-ERFT-KREIS;28.387;27.652;451;284;4.087;292.781;114.552;130.501;38.570;9.158;16.902;33.559;5.540;109;26.130;107.953;609;467;21.673;7.133;11.089;199;1.138;419;604;1.077;14;5.171;1.654;3.036;481;1.400;28.711;349.879;727;32.191
;;05366 EUSKIRCHEN;13.631;13.121;186;324;1.874;162.692;57.147;76.471;20.544;8.530;7.309;24.677;3.050;59;39.687;48.029;814;267;13.409;3.628;7.993;70;798;188;320;407;5;8.736;678;6.549;1.509;776;23.188;199.511;998;28.725
;;05370 HEINSBERG;16.167;15.690;260;217;2.450;170.758;63.635;77.724;24.252;5.147;9.348;20.305;3.770;56;13.192;61.942;650;351;11.435;3.755;6.213;120;488;124;198;534;3;5.993;853;4.446;694;825;18.604;205.529;783;32.982
;;05374 OBERBERGISCHER KREIS;17.872;17.201;235;436;2.474;185.451;70.030;84.865;24.552;6.004;9.240;28.129;3.877;88;17.077;65.821;673;417;12.400;4.331;6.477;124;596;163;276;427;6;9.090;507;6.845;1.738;829;22.736;226.059;820;30.478
;;05378 RHEIN.-BERGISCHER KREIS;20.054;19.597;214;243;2.890;186.204;70.824;82.318;26.095;6.967;11.975;25.513;4.323;80;16.676;71.004;649;185;10.615;3.803;5.661;107;492;131;180;238;3;4.186;338;3.108;740;736;15.722;221.980;774;22.858
;;05382 RHEIN-SIEG-KREIS;39.020;37.948;541;531;5.533;379.397;144.130;171.749;51.153;12.365;22.978;47.327;7.726;196;30.206;141.213;621;551;25.024;9.215;12.771;246;1.218;374;443;750;7;10.996;1.079;8.094;1.823;1.737;38.308;456.725;748;51.175
;RB ZUSAMMEN;;246.239;239.555;3.419;3.265;34.691;2.624.188;984.061;1.195.741;347.070;97.316;145.332;333.760;51.189;1.253;344.687;915.384;578;4.991;257.852;109.514;117.929;6.156;8.969;3.819;4.630;6.692;143;61.668;9.833;42.829;9.006;13.863;338.374;3.208.801;706;320.553
;RB MUENSTER;05512 BOTTROP,STADT;6.842;6.703;75;64;942;70.680;29.225;30.738;8.826;1.891;3.599;7.355;1.054;23;5.130;26.339;595;118;3.999;1.216;2.136;72;298;72;116;89;-;872;285;502;85;297;5.286;82.808;698;6.474
;;05513 GELSENKIRCHEN,STADT;9.854;9.543;187;124;1.255;127.513;52.170;56.791;15.711;2.841;5.000;13.093;1.345;93;12.311;44.188;480;418;8.905;3.030;4.776;179;474;106;125;214;1;1.166;676;442;48;519;11.008;148.375;558;10.059
;;05515 MUENSTER,STADT;11.247;11.011;139;97;1.609;152.457;54.050;70.730;20.521;7.156;7.344;18.278;4.035;87;27.461;52.324;472;250;12.467;4.336;6.568;136;583;145;239;456;4;2.472;445;1.751;276;784;15.973;179.677;556;18.114
